text,label_id
Tối nay off stream hả mấy ông ?,0
Toàn là những con người thiếu ý thức mà ra cầu mong dừng lại ở con số này thôi chứ lo lắng quá đi cầu cho máy cha máy mẹ đừng đi tùm lum nữa làm khổ nhiều người lắm muốn chết về nhà đóng cửa chết mình mẹ đi,2
"Đụ mẹ, thầy làm clg vậy?",2
Nghe mà muốn đập cái đth đm :))),1
Điên,1
BKDN cũng y như vậy. Nhưng mà kiến nghị lên thì thay thôi,0
ok các cháu,0
giọng ca hảm chết cdm ng nghê luôn mà share cái j,1
Bây giờ nước mỹ toang. Ko thấy bọn 3/// nổ và chém nữa ta.,2
Nhìn giống con cặc à nhầm con cua,1
"Có một người đàn ông nọ đứng ở giữa quảng trường và hét to: ""Lãnh đạo đất nước là những thằng ngu"".",2
"Thực sự văng tục , chửi bậy kể cả chửi văn không phải là cái hay để mọi người hưởng ứng......đmm chẳng biết có phải một người viết hay không . Nhưng mà chửi hay vkllllllllll (y) Đọc mà nhiều lúc thấy đời đỡ bất công !",1
Được anh 😂,0
Giai cấp công nhân là lãnh đạo,0
Chào cc :))),1
ThanhHuy Nguyen dơ vcl=))),2
"Giết quách được phát ra từ miệng 1 người đại diện cho pháp luật VN,hỏi đạo đức,trách nhiệm của ông ở đâu?hay ông là loài đv máu lạnh?",2
Ma no,1
chắc quay clip 18+ được rồi,1
Ngộ l ghê ta ơi,1
"Xin lỗi ad chứ nếu ad ở ngoài sáng không thì làm sao ad biết được trong bóng tối đó có cái gì? Trừ khi ad đã nằm trong tối hay có người trong tối đó thì ad mới nắm được tình hình. Và khi chỉ cần thí vài con tốt ad sẽ lên cấp bậc vù vù, lợi cả đôi bên.",2
"Bá ý khẩu nghiệp nặng lắm nha,đầu thai ch hết khẩu nghiệp nx",2
Con mẹ mày. Nói mày là chó thì tội con chó. Mày còn thua con chó nữa tịp à,2
rách háng như chơi,0
"3. điều mà ai cũng biết, xây dựng ở vn luôn gian dối, từ lúc đấu thầu cho tới lúc lắp wc",0
Xạo lồng quá mầy ơi,2
Yêu thầy dấu bé ba,0
:(( anh trung đít bự,0
Tặng cho những con bò thích làm theo và học tập theo...🤣🤣,2
Ae ysl ib e tư vấn nhé 💪🏼💪🏼,0
Huỳnh Hiệp Thiện aba là bột giặt 😏😁😁,0
NGHIỆP BÊ ĐÊ NẶNG LẮM R MÁ ƠI,2
Ma no,1
"Ủa ngộ nói hồi xưa nhà nghèo ko có tiền, vậy lấy đâu ra 100 cây vàng mà mẹ chết để lại. hết sức mâu thuẫn ?????",0
"Cái này đúng mà, Việt Nam! M có câu 1 ng làm quan cả họ được nhờ mà! Nhưng cái com mẹ quan bjo muốn nó khôn phải lấy bác hồ ra vả vào mặt nó mới khôn lên dc ko cả bố lẫn con đều ngu như nhau cả thôi",2
trả fan cứng lại cho iem =((((,0
Chó cs bán nước hại dân.,2
"6-700 triệu tiền ship/tháng, gì dữ z má, nói không sợ thụt lưỡi hả trời, ship hàng ra nước ngoài còn chưa tới cỡ đó, mầy ship ra sao diêm vương cho người ngòai hành tinh hay gì mà dữ z",2
Em chui qua.....roi em hoi han...,0
Điên .,1
Trước khi làm gì cũng nên lắp não vào rồi làm gì thì làm chứ. Để não thành hoá thạch à,1
"nhà sản thích tấu hài, tuyên giáo luôn mị dân",2
Đây là thầy giáo ba. Đẹp trai Vl . Ý tau là thằng ở phía dưới góc phải đó,0
"Ở indonesia đã có tàu điện ngầm rồi, ở Đông Lào đợi mãi không có",2
Hãy nhìn ánh sáng của đảng và quên đi sự bất công của cuộc sống. 👌,2
thể loại âm nhạc mới đó ông :)),0
Sắp vỡ nợ rồi cho vay để xù nợ à ?,0
Ae 3/// cố gắng ở trong nhà tránh dịch nha. Chết nó chôn tập thể đó. 3/// mà chết hết thì ko có ai ăn cứt cho mỹ đâu.,2
Nguyễn Thị Luận cho nghỉ dài hạn r nha 😂,0
Hồ Khang đm câm mồm đi =)),2
Em sẽ đến đơm cái lỗ nhị thầy đêm giáng sinh🙃,2
em đ có cửa 😞,1
Cực kì thuyết phục🥴,0
Dù abe xóa kênh nhưng em vẫn ủng hộ abe,0
Ai khóc cùng ko nào,0
Nhật TùNg r xong sản sủa,2
"5 ông 6 tổ,,, :D))",0
Oh shjt,1
"Đối với csbv mà nói thì lợn, bò cũng có thể làm lãnh đạo là chuyện rất bình thường .",2
"Hóng thánh, Đầu xui đuôi lọt",0
"Xin lỗi ad chứ nếu ad ở ngoài sáng không thì làm sao ad biết được trong bóng tối đó có cái gì? Trừ khi ad đã nằm trong tối hay có người trong tối đó thì ad mới nắm được tình hình. Và khi chỉ cần thí vài con tốt ad sẽ lên cấp bậc vù vù, lợi cả đôi bên.",2
Sao k mổ cho thằng bố con mẹ lão bác sĩ chết ra đấy rồi bảo đúng quy trình? Địt mẹ chúng mày lũ sâu mọt thối nát.,2
Ch Minh Hiếu nói ch rất dễ thương thật,0
Chi ba song 1 doi nay ko hoi tuyet an doi o kiep co phut thi mai mai van giau sang con nhu e day ong ba cung ko thuong dat cac thi ko co,0
Nhìn khó chịu vch.,1
"N17 khai gian dối, lây lan cho người nhà, hại bao nhiêu ng Việt Nam bị cách ly nên bị mọi người chửi là đúng.",2
"Ở VN thì có thể, tôi nhấn mạnh là có thể thôi trở thành trend vì bạn là người nổi tiếng, còn sang nước ngoài bạn nhìn tấm ảnh đi, trông như đồ quê mùa học làm dân chơi",2
Thân? Chửi học trò như 1 con chó... Thương cái lồl..,1
Cách đây 2 tuần qua streaming house gặp anh quang ngọc trinh đưa a grab ship áo còn a tú đụ cởi trần mở cửa cho e gái,0
Hài lòng del đâu,1
Tú Phạm trường hợp này cần cách li vĩnh viễn bạn ạ,0
Tuấn Bảo chắc bác pro hơn thầy 😀😀,0
bóng già chuyển giới. CÔ CÔ nghe mắc ỉa. súc vật lũ bongs chó tởm lợm,2
Con này vừa xấu người vừa xấu nết khẩu nghiệp nó lại nặng nữa chứ,2
Sờ sờ tai cc j đây,1
"ô nhiễm ở cái thành phố Hôi Chết Mẹ thì nó bảo là sương mù xuất hiện đẹp như Đà Lạt thứ hai, còn ở Hà Nội chắc đẹp như Sapa, ờ thì Đà Lạt với Sapa nhé",2
ở Hàn gọi là chiếc lá còn VN là lá chà bồn.,1
Thấy nước ngta thấy ham nhìn lại xứ vịt ngan chán,1
sale cc,1
Tiền đâu mua thầy ơi áo đắt vãi đái,1
Cái đất nc nhiều chó giấy nhưng sáng chế toàn nông dân thì hy vọng cc gì?,2
Đừng nói những điều mà ai cũng biết =))),0
Dm =)),1
m nói láo chứ ai,2
"Bán hàng vậy mà cũng có ng mua , vì đẹp bất chấp nhục .Con này về miền bắc VN được đón tiếp nồng hậu lắm đây .",2
Nói về mấy ông bụng phệ ở trong chích quyền thôi nói cả đời vẫn ko hết chuyện...mãi cũng ko sửa đc..nó ăn vào xương vào tủy rồi.,2
- cả 2 cũng chỉ ngu như nhau thoii khỏi so sánh :)),1
"Mày mới gọi là nhảm đó,đồ chó đẽ",2
Toàn ngu muội. Đi ra đó mà đánh đi.,1
1đảng là do dân vì cán bộ.....vcc,2
petland ganh tut quan,0
"Lúc trước không biết page nào có share cmt các thứ, ông thầy nói chuyện ngu vl. Đang tranh luận thì xóa cmt, xong bảo nó phát ngôn bừa bãi, tag người này người khác vào làm chứng để lập biên bản. Trong khi mọi người hỏi nó nói gì thì kêu nó nói bậy nên xóa cmt, chưa kịp chụp ảnh. :v",2
Ý thức của chị Nhung còn ít hơn cả nhân bánh mì của t :)),2
púck lại tấu hài,0
"Chẳng qua dân mình ngu dốt, học luật giao thông thì bố thằng nào làm bậy dm",1
Cho tui coi với,0
xin clip ban oi,0
Cân thận nó lại keu phản động :v,1
Dân chơi nhìn phát biết ngay tối nay sẽ nở hoa,0
Nghĩa là vào đây thì cần lồn gì phải nói chuyện lịch sự hả Add ?? :))),2
Phạm Thu Trang Nguyễn Minh Phượng hay là trang lòn nhỉ 🙂,2
clip tổng hợp à ?,0
Like rồi,0
train làm gì anh Ba. malphite thần kiếm mana còn dạng được mà 😂😂,0
"@hoa buitôi chửi nó để trong ngoặc đó bạn , chứ tôi biết thằng ba rọi này mồm nó hơn cống công cộng , từ thiện mà sủa như quái vật vậy, mồm nó độc quá ,mồm nó chửi tục vậy thì tâm nó chỉ tà kiến và ác gian tham thôi.",2
Muốn quay lại cái thời vô lô vô nghĩ Kệ mặc sự đời đeesn đâu thì đến 😌😌😌,0
"có ai để ý chữ ở biển xanh xoay tròn kia ghi "" Tương lai chung ngồi nhà "" :))",0
Của mình hay của người ae,0
Tag sela vô,0
"Hướng dẫn con mẹ gì, giống như hút thuốc lá thế thôi.",1
Nguyễn Bá Quang cày cuốc ăn lẩu phan mà :))),0
Dm anh xấu vl. Mé,1
Là mình làm ảnh đây,0
cho đi cách ly 14 năm cho nhớ .sống thua cả con vàng,1
Mình hỏi thử tý haa bạn mc nam này có PHẢI hai phái k hiii,0
Huyền Trang 😆😆😆,0
Kiep sau may con dy bong nay luoi phai thuc vo cua minh moi vua bung tao da la bong ma toi ngay chui nhau xem ma ghet ghe do bong khung lon nhan xet chinh xac,2
Cuối năm 2017 mà bây giờ đã lọt cuối 2019. Bọn ngu dốt này con ốc làm chưa được nhưng thích chém gió,2
Dùng dầu gội clear auto toạch chuỗi nha mấy đứa điển hình là thầy giáo ba,0
đúng anh ơiiii,0
Mua sịp cute mặc chưa mấy ae meiii 😝😝,0
Hoàng Đức Trung phúc thì fuck,2
Nguyễn Hoàng Sâm fbi,0
Mì tôm hay tôm mì ???,0
Nghe như l,1
Hanh Viet đấy là những biểu hiện của những đứa tretrau chính hiệu đấy bạn ạ. Thề vào page nào cũng thấy cực kì tp 😑,2
dm bữa ni đường 3m cũng có CA đứng @@,1
Tỷ lệ phụ nữ trong QH vietnam cao hơn Mỹ. Know your fact right,0
nếu nó khai báo cẩn thận thì cả máy bay bị cách ly ngay từ đầu thì có phải giờ đỡ khổ không. Chúng ta đéo nên bênh các bạn ơi 🙂,2
Ở Hà Nội đánh nhau như phim trung quốc chắc đạo diễn báo CA rồi nên không có đi kiểm tra. Có quay cả cờ vô nữa bảo đảm tụi trung quốc không làm phim này,0
và mê chim mê dzú đặc biệt ít quan tâm chính trị vận mệnh quốc gia,1
Nhảm nhí. Mày kiếm đâu ra cái tờ giấy này rồi vu khốg thế,2
Tặng cho những con bò thích làm theo và học tập theo...🤣🤣,2
"Gi ghe wa vay troi,k tuong tuong luon👎👎👎",0
Abe đúng là thật xàm l ;v,2
Kiếp này coi như bỏ,0
Ăn điêu nói hớt quen.,1
cty a ở đâu e xin đầu quân :v,0
"Thương anh í quá, sao chính quyền không cho ông cách ly ở nhà tang lễ cho tiện nhang đèn, hòm gỗ kèm nến lung linh cho ấm áp!",2
Thanh Tuấn nghe mùi hôi thúi như cứt từ miệng bạn,2
I love you chu ca mo :)),0
Được a ưiii!,0
Thầy k live à thầy,0
Chán k cơ chứ,0
d4ng' y3u^ gk3^ :))),0
Lý Thành Công nứng ak,2
Đm mày 2/5,1
Ố là la,0
Bên tàu+ chắc chắn cũng có giải cấp nhà nước này 🤣🤣🤣,2
"Thiệt muốn lạy. Emm thấy mng ở khu cách li tập thể đc phục vụ rất tận tình chu đáo. Có cả nghệ sĩ ca sĩ v mà mắc giống ôn gì mà cứ trốn thế! Mình bệnh sluong ít thì còn đủ bác sĩ để chữa trị, chứ mình đem bệnh ra cộng đồng thì bác sĩ cũng bó tay. Mình chết ngta cũng chết 🙂 Rồi làm d zuii k mấy má ???",0
"sắp trầm cảm cmnr , nhiều tâm sự cứ giữ mãi trong lòng và che dấu bằng nụ cười 😷",1
Chị ba ơi em khổ quá,0
Ok đẹp trai nhé abe,0
Mac ia qua,1
Nghe mùi đa cấp khắm vkl chưa là j trong cái xã hội này đâu bớt dạy đời đi mấy ng đi xe máy mày còn chưa biết họ có bao nhiêu mét đất ở cầu giấy đâu,1
mình thắng thì gáy kiểu gì cũng được hết,0
Vc,1
Mai Vy mô ra mà mớ,0
Cay vãi c***,1
Làm đéo gì có vụ thắng kiện phải trả án phí . Ngu người 😟,1
Tao mà bắt gặp thg nào là tao bêu rếu nó từ đầu trên xuống dưới từ bên này qua bên kia đm cho nó đội quần nó nghỉ làm mẹ luôn dùm tao,1
Lại đéo cayy đi,1
"báo viết tiếu thấy moẹ ! 2 thằng kia nó không bỏ phong bì 1tr usd cho mấy thằng duyệt thầu thì đúng hơn ! làm việc với mấy thằng đuỹ xứ lừa mà thiếu ""bôi trơn"" là không thông được chúng nó đâu !",2
Tự hào về VN mà cũng thương bác,0
Giả,0
a xamlol qua,2
"Thằng này thò tay ra luồn dưới gầm bàn lấy dollar của chệt ,bởi vậy mấy thằng an ninh sân bay của chệt đỏ nó chửi ra mặt vậy mà nó câm như hến...",2
Tiki xin hân hành chương trình chân thối của hiếu mập,0
Phạm Nguyễn Cát Vy cljv con,1
"Thành Lê cái lồn mẹ mày nha con chó koi chừng tao bắt con mẹ mày ra cho chó giao cấu , bắt mẹ mày làm tình liếm cặc mút cặc chó đến khi nào nó bắn tinh , chị e nhà mày thì xếp hàng chờ con chó của tao chơi con mẹ mày xong thì đến lượt ăn cức chó của ta",2
Nó lại được vãi lòn,1
Em xin chia buồn với Hàn Quốc một đất nước thượng đẳng :((( nhưng em cũng muốn nói ditmevualonetaolam :))))),2
Vậy nên bầu thằng chó ad này làm đê. Nó giỏi lắm,2
đụ má coi ứa gan hong :),1
phuc phung tri giống cá giồ táp cứt chứ cá lóc đâu ra ^^,1
link đâu con mẹ m,1
"Toàn ""sửu nhi""",1
Con này chắc ko dc di học,2
"Không phải ai khuyết tật cũng bán vé số hay ăn xin , vẫn có thằng khuyết tật đầu ngoẹo sang một bên vẫn được làm quan thái thú cai trị một dân tộc đó !",2
Còn thua xa JB của t,0
Đéo còn tý niềm tin cái đất nc này,2
BA GIA NAY KHONG DUOC BINH THUONG ...HAH HAH ..CHAC BI DUT MAY DAY ...,2
dung la do khung dien gi dau,1
Ăn mặc còn thua ng ăn xin,1
Cái XH chó đàn hút máu.Triệt đường sống dân đen,2
Phan Nhuệ Anh .,0
Đĩ mẹ nó lại hỏng mạng🙂,1
Càng tàn ác thì vạch áo cho dân xem lưng,1
Chiện là bạn bị mất 400 đồng tn vì thằng ad xl,2
thề a ác vs A Quang vl ... a den vl,1
Mặc kiểu này là tao cá ổng vừa ỉa xong . Đéo thể khác được,1
Mất trinh =)))),1
Làm ăn như cc,1
"Văn hóa xứ Bắc hà có khác, thô tục",2
"Nail là 1 nghề như nhiều nghành nghề lương thiện khác nhưng dưới bàn tay đen đúa của Tuyên giáo nó thành 1 cái nghề thấp kém, hạ đẳng. Nghề nào cũng để kiếm sống, nuôi sống gia đình, phục vụ xã hội cộng đồng không phân biệt giàu sang hay thấp hèn. Bản chất của CNCS là bình đẳng bác ái nhưng những hiện nay họ đang thực hiện hoàn toàn trái ngược.",1
Nhiều khi người ta chưa phát bệnh nên k biết mình bị ấy b ơi. Phát ngôn cũng phải nghĩ 2 chiều,0
"Ở VN thì có thể, tôi nhấn mạnh là có thể thôi trở thành trend vì bạn là người nổi tiếng, còn sang nước ngoài bạn nhìn tấm ảnh đi, trông như đồ quê mùa học làm dân chơi",2
Anh Ba để Túuuu,0
cho e hỏi đường lên thiên đường cơm sườn sắp tới chưa ạ chứ dân trả phí cao quá,1
Chị xinh quá em tức quá chị,0
Ngoài kia người ta đang đau đầu vì chống dịch...mình ở đây làm trò mèo,0
Thật ra bình cứu hỏa china là dùng để xịt mấy thằng hút thuốc lá trên xe. Vừa tắt thuốc vừa chống hôi xe nữa . ĐMCS,2
Đây là bạn thân của vũ khắc tiệp mọi ngừoi ạ.nên ý thức nó cũng y vậy,2
Gia cát bị đồng bóng à,2
Báo giao thông thì một phe. Chúng đăng báo để dắt mũi dư luận.nhưng toàn dân đã ko còn tinh cs nửa rồi. Một ngày ko xa cả nc sẽ đứng lên thay đổi cs,2
Đeo bỉm szz to,0
Phương Minn k nghe nổi thì out mắc cailon gì dislike🙂,2
Lủ vc Đcs cũng là một bịnh thần kinh ác hiểm cho dân tộc vn !,2
. Good luck to all my friends.. ☘️,0
chuong tring nay riet roi khong co viec lam nen moi nhung thanh phan tao lao de dua len song.......nhung thanh phan len mang xa hoi chui rua........tao lao....thay giau bac hoan la ho......,2
Vâng :) vậy mà THPT bình thủy vẫn chưa có động tĩnh nào,0
Sebinz :v,0
"có một sự tồn tại của đàn bò mang tên "" cực kỳ thuyết phục "", có sở thích là nhai đi nhai lại, mục đích của chúng trên hành tinh này vẫn chưa có lời giải đáp, theo như các nhà động vật học cho biết loài bò này có lối sống hoang dâm trụy lạc, có thể động dục bất cứ lúc nào, con số của loài này đang được gia tăng đáng kể.",2
"Bán hàng đàng hoàng phải ko, bán hàng lương thiện đúng không, dám cho đối chứng ko, công an cồng đầu chứ ở đó mà xạo xạo, qua mặt thiên hạ hả bưởi",1
Lan Lưu mốt trang điểm cô dâu như zầy nè em :))),0
Bắn bỏ đi thứ lắm Tiền mà cặn bã xã hội,2
Thương chị ghê,0
tụi nước ngoài ngu như bò. ko có bôi trơn thì sao mà nhận thầu đc,2
Nguyễn Thịnh 6 múi luôn kìa,0
"Quang Vinh Le bọn cẩu tham quan mới có triệu đô bu càng,chứ đám bò đỏ có vẹo gì để bu đâu cụ ngoại bị nhồi sọ tẩy não",2
đang cần tiền ai biết ở đâu mướn đi biểu tình chỉ em với,1
"Vừa nhận hàng từ anh shipper, tối cho thằng chồng dùng thử xem thế nào",0
Loại này thả nó và khu bảo tồn thiên nhiên cho về với giống loài của nó chứ ng Việt Nam ta có cùng giống loài vời hắn dc đâu🙂,2
Chí Nhân đuỹ moẹ :)))))),2
Thoại Trần nhà quê,2
Sao k mổ cho thằng bố con mẹ lão bác sĩ chết ra đấy rồi bảo đúng quy trình? Địt mẹ chúng mày lũ sâu mọt thối nát.,2
Anh hoàng lân này hết việc để nói xàm,0
Tạ Thị Ngọc Duyên mày cũng v chứ khác đéo đâu xớ,1
Phim rất rất nhạt...còn Kristen thì chắc k bh có nổi 1 fim đóng hay đc...,2
Mẹc si sa đéc :)),0
MCVMedia may dung co so sanh lisa tui do di cho,2
Tuổi lol ăn anh t,1
Như 1 con khùng,1
chiich phu tran dan.bi cach ly car chisnh phu.,2
Nguyễn Quỳnh Thi Đà Nẵng nè 😞,0
Con cac,1
NHUNG ƠI LÀ NHUNG :)),0
Chúng ở đấy là Pháp phải không ? :D,0
buồn nôn quá nè anh ơi :)),2
Hiếu Bến Tre 2 tk trẻ trâu có khác hơ ?,1
"Óc của thằng ad dc cấu tạo từ cức các loại động vật....bởi ngta chửi ngu như cức...,",2
chửi thế này là bthg đấy :)) chắc nó làm cả việt nam khổ vì nó câu chửi cũng chẳng lj được nó,2
Hài vcl. Buồn mà xem video của Thầy là muốn tự tử :)),2
Nguyễn Nam khựa story,1
Cô Ba vàng Ngọc giật tiền của Minh Hiếu,0
Hahahahahahaaaa,0
Nhanh chậm cái địt mẹ mày,2
Add là cai lol,2
Thùy Trang nghe chưa dc 15s tắt cmnr nhạc vs nhẽo,1
Nguyễn Trọng Thái khoảng thời gian trống còn lại đó nó dành sự quan tâm cho thằng khác rồi,0
"Hà Nội sẽ đc đổi tên thành tp Mao Trạch Đông, đg biên giới VN sẽ đc mở rộng ra tới Tây Tạng. Giải phóng Đài Loan sẽ là nhiệm vụ hàng đầu của nhân dân xhcn, đế quốc Mỹ và bọn tay sai sẽ phải cút khỏi biển đông và biển nam hải. Cùng với Thượng Hải, Bắc K",2
Người du lịch ko muốn quay lại. Đi 1 lần là muốn chửi thề rồi.,1
Nhin guong mat sang lan ....cai dau trong rong ...o ben trong cai gi cung THUI ....mo mieng ra cai gi cung thui .....dat nuoc oiiiiiiiii....,2
Bên tay phải mà hình nhìn phát biết lớn lên mua đủ thuyền 70 tỷ cho êcip đi chơi haha,0
Lại thèm lone Ngọc Trinh chứ sao. Ông cứ văn,2
Chua bao giờ người lại rẽ như bây giờ...!!,1
"Bố lạy mày đừng ""hiếp dâm"" thị giác của bố nữa ad à 😂😂😂",1
Phạm Đăng the mat nước do roi ma k biet ngu ma con kich voi dong,1
dm việc gì rồi cũng đến tay tao - Sói said,1
Có não thì nên sử dụng chứ cứ để nó đóng thành bê tông thì lại phí 😒,1
hop li,0
Thân? Chửi học trò như 1 con chó... Thương cái lồl..,2
Ngọc Quyên cẩn thận nè e,0
Bảo xuyên ơi nhìn em rưng rưng nước đái .hahaha,1
Cai giong cuoi do hinh nhu la cua mao de thi phai.Con cai ba nay nguoi dai loan co cau (狗改不了吃屎)nghia la cho an c...ko cai duoc cai tinh an c...,0
17:28 pháo cao xạ 12ly7 còn không thắm thì AK tuổi gì,0
Vàng ngọc cl đừng có xạo l nha condi mất dạy,2
Vô liêm sỉ. Dối trá. Tàn độc mà đòi chổ tựa của văn minh sao? Tìm lại các câu nói của đảng viên coi..,2
lãnh đạo v+ toàn bọn ăn tàn phá hoại đúng quy trình.,2
qua page Comcom xem dân VN cũng có nhiều thằng ngu tương tự đó :)))),2
"Quá troi xl , đm bán hàng 10 năm , bớt đi cd oi",2
Tấc nhiêng lờ nếu không có 75 thì k có nhân tài đi khắp thế giới để rồi trở về xây dựng 🇻🇳 vn thành con rồng 🐉 .,0
Cực kì thuyết phục!.,0
Không thể tưởng tượng nỗi. Nộp thuế nuôi ai đây? Lúc nào cũng chê lương thấp.,1
Dị dùm,1
(!) cánh hoa đây,1
Già mà dơ zạy aba,2
Hôm nay admin mày chửi đúng lắm! Yên lặng đáng sợ,1
"dân ở thế dưới vì sao ? vì không dám hành động nên mới ở thế dưới , dân đồng lòng cùng hành động thì mới ở thế trên được bạn ạ , VN mình 1 đảng không như các nước tư bản đa đảng khác , đến các nước tư bản đa đảng dân họ còn dám biểu tình đập phá nên họ mới có thể đứng ở phía trên , còn VN thì không .",2
Lien Hoang DinhĐoàn Hiền Lưu Ngọc Diệp Phương Nguyễn Khuất Minh Hồng Mỹ Ý Nguyễn :)))),0
"Đẹp trai,tài năng,tư duy đỉnh cao,call team tốt,tố chất lãnh đạo và nhiều phẩm chất quý khác là những gì mà Ba rọi béo k có",0
Não chó,2
Thằng admin hết tin tức để đăng rồi à.đkm thì kệ mọe nó,2
abe moi' noi' cl gi` v ?,1
Nguyễn Văn Huân sống chậm làm đéo j,1
Ghê tởm con bóng già 😡😡,2
":)))) sao anh đếch ở nước ngoài luôn đi về đây làm gì để bị ""đối xử "" như thế. Câm mẹ mồm ông vào. Có tí tiền lo mà bổ túc lại cái não đi",2
Trinh ở ngoài đéo ai thèm ngó đâu anh cứ an tâm ở đấy,1
Linh Chi t thấy k hay thì nói k hay thôi,0
Đéo biết m nổi tiếng như nào nhưng thái độ m đáng tử hình,2
"Hot girl ống tinh đi, nghe vui tai hơn",2
"Tụi dâm loạn viên ăn hết đống cá rồi tắm biển hết đi nha, sao mấy vụ này chả thấy thằng DLV nào vào sủa vậy, ẳng nữa đi mấy cưng",2
Vl anh ơi 🤣,1
Quan vn chúng nó tham vl...địt con mẹ lũ quan tham,2
Vkl đúng một ổ dlv đang thủ dâm tinh thần với nhau. Tôi ngưỡng mộ a phan anh quá. Còn nhà nước hả. Một nghìn tôi cũng ko đóng góp. Vì tôi quá hiểu bản chất chính quền vn rồi.,2
chuỵ ba xạo lồn :)),2
Lam cai cc j dc bo ha T.lu,1
Giàu quá mẹ ơi sao lon,2
Coi phim mệt tim ds mệt,0
"Tao thấy mày giống sát chết đang ngồi quán, con quỷ ơi",2
Trần Hải Hưng vô tình ghé qua thuiii,0
"Tàu hũ in tiền sang VN gom đất, nhà, vàng và mua chuộc chó với đầy tớ",2
Thủ tướng lương nghe bảo tầm 15tr 1 tháng.. 10 Căn nhà.. Căn cấp 4 xây sơ xài ở quê giờ cũng 300tr là ít . 10 căn cho 3 tỷ Đi. Lương thủ tướng 1 năm 180tr. Cho là ông ta không xài gì Đi vì nhà xe. Cơm nước đảng lo.. Vậy chắc phải làm thủ tướng gần,2
Trường Giang nói mới tỉnh ra bạn à. Chứ đâu ai ác như chị Nhung bạn nói chết bh mới là mấy người xung quanh kìa haha.,2
Khong noi nhieu 🙂,0
Suy nghĩ xem ngày mai ăn gì :),0
Như lol anh ba,2
bại cái đcm m cút QC cl mày đa cấp lừa đảo à 😂😂 đm con yến,2
Thân Hoài Thương ?? Hay thì like đéo hay chả nhẽ k đc dlike? Lạ lồn thế? Sinh ra nút dlike làm cc gì? Hát như cc thì chả dlike,2
3 pro player phải gánh 1 con gà 1000kg,2
Tú Uyên làm tháng đổi đời đi 😂,0
Nguyễn Văn Thiện chậm cdmm,1
gáy lên anh ơi tốn bn thế anh,0
Lại một thằng óc tôm.,2
Nhìn bê tha vl,1
Không được cười Không được cười Không được cười Không được cười Không được cười,0
"Chưa bao giờ nền giáo dục được như ngày hôm nay, học sinh nữ lột quần áo đánh nhau ngoài đường, học sinh nam đứng cổ vũ, thầy giáo giao cấu với học trò đến có thai, cô thì đánh học sinh đến nhập viện cấp cứu, học sinh ra đường như du côn, đánh nhau như phim kiếm hiệp, đấy gọi là hạnh phúc hả ông?",1
Nguyễn Trọng Hiệp cấy tội xl,1
Sao đéo quỳ xuống cho nó dẫm lên lưng,1
"Ai làm đc gì ngoài dùng võ mồm ca thán, thơ vịnh vè trào phúng, chửi đổng, AHBP, và xuất phát từ cái tâm vì nước vì dân thực sự? Ai làm gì đó đi chứ, đừng thủ dâm kiểu này mệt lắm :(( Với lại gần tết, ai cũng cố gắng tìm lương tháng 13 mà .. gắng cày thêm job cho tốt. Bên kia mới thưởng tốt",2
"Thic bài viết này gê,nhưg chỉ có nhữg nguoi wan tâm tới chíh trị mới like thui mà ở vn ng hiểu chính trị thì rất ít",0
Diễm Ngọc vui thôi đừng vui quá! :)))),0
Huy Lê T thấy có chữ Đụ =]] Mắt t hoa hay gì ?,1
"ô nhiễm ở cái thành phố Hôi Chết Mẹ thì nó bảo là sương mù xuất hiện đẹp như Đà Lạt thứ hai, còn ở Hà Nội chắc đẹp như Sapa, ờ thì Đà Lạt với Sapa nhé",2
Thương cô ba,0
Nhờn vs Tùng Sói và cái kết,0
Thích sói ghê ko bt khi nào sói live hộ bố đc đây,0
Trung bá zoe,2
Ba con hot cut'vao ma an nhe',1
Má nó đau tim vl các ông ạ,1
Gia Cát Lồn =))))),2
Chào em ! Hôm nay em đẹp lắm luôn . Bọn chị ủng hộ em ! Em hãy dùng văn hóa chửi - Chửi đau chửi đớn con chó Linh em nhé . Chào em .,2
Tham nhũng kỳ diệu :3,1
Viết Phúc thấy đâu cũng bl nhg chưa thấy nên fan cứng nhỉ 🤣🤣🤣,0
Sếp nhà ngta :),0
Toàn đánh vào Chấn Thủy nhỉ,0
Măc cuơi chay nươc măt đau bung qua thây thương chi qua,0
Minh Nguyen lên bài tứ quý 2 3ng còn lại mặt nghệt ra đếm lá,0
3k và 38 người. Con số đã nói lên tất cả. Tỉ lệ này là 99% Không đồng ý và chỉ có 1% đồng ý. haha Đâu bao giờ dám trưng cầu dân ý.,2
Luc truoc nghe loi thang nguyen thuan chui nguoi ta te tua roi bay gio bi thang nguyen thuan chui lai cho ba ghet,0
Danh hài vẫn mãi mãi là danh hài thôi thầy ạ.,0
Tiền đâu mua thầy ơi áo đắt vãi đái,1
Tao địt cần biết thằng lồn nào nghe máy trộm,2
Anh ba sẽ là người có nút bạc nhanh thứ 2 mà đừng lo aba ơi,0
Này thì đáng sống. Mịa nó.,1
Toang cmnr top 4 chưa có mà lại thế lày :)),1
"Mặt bà này là biết có dương vật ở dưới háng , mặt nhìn coi không có hậu gì hết .ăn nói như giang hồ mất dạy",2
Luôn ủng hộ thầy,0
Chửi bậy cũng có phải có văn hoá !!! page này giải trí vĩ lòn. Thích thích,1
