phrase_norm,count,phrase_len,n_words,source_split
k có nghìn nào giúp dân thì nín,1,31,8,train
con chó điên,1,12,3,train
đậu mạ,1,6,2,train
vịt nôm,1,7,2,train
"trốn truy nã tại địa phương 26 năm, làm chánh văn phòng tại địa phương. tất cả là nhờ sự lãnh đạo tài tình của đảng và nhà nước",1,127,29,train
chết dần chết mòn,1,17,4,train
chớt mẹ mày,1,11,3,train
dân ngu cu đen,1,14,4,train
chừng nào tính được 200 tỉ mà ăn được bn mới làm lãnh đạo đc,1,60,15,train
tiên cha chug mày,1,17,4,train
đảng con bò,1,11,3,train
dkmn,1,4,1,train
cực kỳ thuyết phục,1,18,4,train
bài bạc gái gú,1,14,4,train
cái đầu bùi,1,11,3,train
lời hứa mấy ông này như trò hề,1,30,8,train
hàn xẻng,1,9,2,train
máu,1,4,1,train
đứt gân máu,1,13,3,train
nguc,1,4,1,train
cak,1,3,1,train
bán dâm,1,7,2,train
bọn ngu dốt,1,11,3,train
con ốc làm chưa được nhưng thích chém gió,1,41,9,train
ăn cám heo,1,10,3,train
thằng đàn ông rẻ tiền,1,21,5,train
câm mẹ m mõm lại nói nhiều,1,26,7,train
bọn trẻ con nó còn biết về thực tại xã hội chính trị còn mấy ông ấy ấy lại ô cần biết,1,104,22,train
bắn chết,1,8,2,train
vô nhân tính,1,12,3,train
hậu quả khôn lường,1,18,4,train
thằng ăn chơi hoang tàn,1,23,5,train
se sua diêm dúa,1,15,4,train
éo có tự trọng,1,14,4,train
lũ cặn bả,1,9,3,train
bọn quan lại,1,12,3,train
đéo đâu,1,7,2,train
mọe nó,1,6,2,train
ăn cho nhiều tiền,1,17,4,train
có biến thì chạy,1,16,4,train
tủn mủn chỉ có vậy,1,18,5,train
mo cua no an cuc,1,16,5,train
do phan quoc,1,12,3,train
mo lon,1,6,2,train
an lon,1,6,2,train
dap chet me no,1,14,4,train
con cho,1,7,2,train
vua gia vua sau,1,15,4,train
thôn cái lù,1,11,3,train
dkm cs,1,6,2,train
mấy ông áo vàng cho lính đánh xe taxi chặn đường để bắt sai làn,1,63,15,train
mắc ói,1,6,2,train
nực cười vc,1,11,3,train
thu dan ba,1,10,3,train
mo miệng ra nghe thui như dong cuc,1,34,8,train
đế quốc quẫy muốn chết chứ ở đó rẫy chết,1,40,10,train
ngu mà ko biết nhìn lại mình,1,28,7,train
tát,1,3,1,train
vice lone,1,9,2,train
loz què̉,1,8,2,train
dư luận viên,1,12,3,train
hại dân,1,7,2,train
mập thây,1,8,2,train
nghẹo,1,5,1,train
chui rua,1,8,2,train
mùa chuối sẽ cùng nhau về phụt cuốc,1,35,8,train
choi da,1,7,2,train
thằng bede,1,10,2,train
hậm hực,1,7,2,train
cái đầu ko có não,1,17,5,train
chột dịch,1,9,2,train
quan lieu,1,9,2,train
yeu sach,1,8,2,train
hiep dap dan,1,12,3,train
ghét cây ghét đắng,1,18,4,train
bợ đít vcc,1,10,3,train
bợ đít tụi nó,1,13,4,train
ông bà già tụi bây,1,18,5,train
đầu b,1,5,2,train
bố mẹ thiên hạ,1,14,4,train
đù má điên,1,10,3,train
đachlone,1,8,1,train
thằng bắc kì,1,12,3,train
bọn đó,1,6,2,train
bâu,1,3,1,train
tư cách đéo xịn,1,15,4,train
dm éo học thì làm cc gì biết chữ,1,39,9,train
bắt ky,1,6,2,train
hồn,1,3,1,train
miệng lưỡi,1,10,2,train
khẩu nghiệp quả báo sớm,1,23,5,train
có não thì nên sử dụng chứ cứ để nó đóng thành bê tông thì lại phí,1,66,17,train
miệng rộng,1,10,2,train
lão phét,1,8,2,train
riết không ra gì,1,16,4,train
nên vào tù ở trước thay vì gặp người khác,1,41,10,train
vòng vo tam quốc,1,16,4,train
đừng nghe những gì cs nói,1,25,6,train
hửi quần xì,1,11,3,train
thằng hãm lol,1,13,3,train
ki bo kẹt sỉ,1,12,4,train
loại mất dạy,1,12,3,train
động mồ động mả,1,15,4,train
chệt,1,4,1,train
chệt đỏ,1,7,2,train
doi kho,1,7,2,train
an chan,1,7,2,train
thàng,1,5,1,train
chuyên gia dạy chó chuan men,1,28,6,train
đi sau làm sau,1,14,4,train
ích kỉ,1,6,2,train
vẫn là dân khổ . đảng cs muôn năm,1,33,9,train
coin card,1,9,2,train
đĩ già khùng,1,12,3,train
cút xéo,1,7,2,train
dâm l,1,5,2,train
khắm như nước mắm,1,17,4,train
xấu vkl,1,7,2,train
bốc họ chăn gái,1,15,4,train
trắng cũng thành đen,1,20,4,train
đeos,1,4,1,train
thu vat,1,7,2,train
vll,1,3,1,train
tiền bẩn,1,8,2,train
căt cho,1,7,2,train
sao lôn,1,7,2,train
khắc,1,4,1,train
bắt cái đầu,1,11,3,train
con mẹ mày thằng chó,1,20,5,train
tiếng xấu muôn đời,1,18,4,train
thằng nhơ bẩn,1,13,3,train
tàu k h ự a,1,11,5,train
bố m đéo,1,8,3,train
m cắn càn,1,9,3,train
cmm r,1,5,2,train
m phạm tội,1,10,3,train
th nghiện,1,9,2,train
éo hỉu,1,6,2,train
con mày,1,7,2,train
ngu như mày,1,11,3,train
văn hoá quá kém,1,15,4,train
ý thức thua cả một con chó,1,26,7,train
vãi cả,1,6,2,train
có lồn đâu mà lấy 1 tỷ chùi trời,1,32,9,train
thằng mả mẹ,1,11,3,train
lũ ngu dân,1,10,3,train
đào đất ngủ đi,1,14,4,train
thấy ghê,1,8,2,train
đám quỹ,1,7,2,train
conquy già,1,10,2,train
chương mặt ra,1,13,3,train
nói thì hay,1,11,3,train
chán vãi lồng,1,13,3,train
lũ 3/// cccđ,1,12,3,train
ũ 3/// sỏ lá,1,12,4,train
tinh trùng khuyết tật,1,24,4,train
đồ quê mùa,1,10,3,train
gào thét,1,8,2,train
má dơ vl,1,8,3,train
vũ khí,1,6,2,train
ăn mặc còn thua ng ăn xin,1,25,7,train
lắc não,1,7,2,train
bỉ bôi,1,6,2,train
ý thức để dưới đít,1,18,5,train
râu xồm,1,7,2,train
thằng trọc,1,10,2,train
núp bóng,1,8,2,train
chứ tu gì,1,9,3,train
buồi hiền,1,9,2,train
thịt người,1,12,2,train
tởm vkl,1,7,2,train
nhà sản thích tấu hài,1,21,5,train
thò thụt,1,8,2,train
bà bđ,1,5,2,train
khoác lác,1,9,2,train
chóp bu,1,7,2,train
tẩu tán cất giấu mấy ngàn tỷ vào túi riêng,1,42,10,train
đấu đá,1,6,2,train
t cho xuống cầu sg,1,18,5,train
chít mẹ,1,7,2,train
vãi loinmm,1,10,2,train
lgi,1,3,1,train
danh,1,4,1,train
giet,1,4,1,train
con cẩu,1,7,2,train
thằng thằng bóng lộn,1,20,4,train
xàm lòn,1,7,2,train
mì,1,2,1,train
chết sớm,1,8,2,train
chết ko kịp ngáp,1,16,4,train
sai khiến,1,9,2,train
sai tôi mọi,1,11,3,train
đập tét mỏ,1,10,3,train
cắn răng,1,8,2,train
16 vàng 4 tốt,1,13,4,train
top 4 chưa có mà lại thế lày,1,28,8,train
ghê gớm,1,7,2,train
unfollow,1,8,1,train
hãm loz,1,7,2,train
xỉ nhục,1,7,2,train
bmay,1,4,1,train
pbvm,1,4,1,train
nhục nhã,1,8,2,train
nhật bổn,1,8,2,train
bệnh vl,1,7,2,train
lí do lí trấu,1,13,4,train
thằng vẹo,1,11,2,train
nghẹo cổ,1,10,2,train
vẹo cổ,1,8,2,train
mất mặt,1,7,2,train
chữa,1,4,1,train
đừng có về vn nữa,1,17,5,train
hà nội sẽ đc đổi tên thành tp mao trạch đông,1,44,11,train
bọn rẻ rách,1,11,3,train
chửi sằn bậy,1,12,3,train
bóng dơ bóng bẩn bóng thúi,1,26,6,train
ớn,1,2,1,train
thứ ăn cháo đá bát,1,18,5,train
lz mẹ,1,5,2,train
lol mẹ,1,6,2,train
lên chức để nhét con cháu vào thây bã,1,37,9,train
đếch thèm,1,9,2,train
bọn nghèo,1,9,2,train
dựng lông,1,9,2,train
biến hóa cả số,1,14,4,train
thanglon,1,8,1,train
tên khốn,1,8,2,train
bị đánh,1,7,2,train
tật,1,4,1,train
đừng hi vọng nhiều ở luật pháp,1,31,7,train
long,1,4,1,train
bờ phẹc,1,7,2,train
khong con thuoc chua,1,20,4,train
benh chet,1,9,2,train
dong ho ba doi nha no bi benh,1,29,8,train
dau kho,1,7,2,train
tà ma,1,5,2,train
loạn lạc điêu linh,1,18,4,train
k biết suy nghĩ,1,15,4,train
con thú,1,7,2,train
trug+,1,5,1,train
bág bổ,1,6,2,train
phỉ bág,1,7,2,train
vô ý thức,1,9,3,train
địt chị mày,1,11,3,train
chửi ngu,1,8,2,train
ngôn ngữ đả kích và khiêu khích,1,31,7,train
chống đảng và nhà nc việt nam,1,29,7,train
clck,1,4,1,train
hù đánh,1,7,2,train
vang xin,1,8,2,train
mạnh miệng,1,10,2,train
su,1,2,1,train
bọn tàu,1,7,2,train
con điếm,1,8,2,train
i*,1,2,1,train
lũ sư quốc doanh,1,16,4,train
ổ phá hoại đạo pháp,1,19,5,train
bọn nằm vùng,1,12,3,train
phá nát văn hoá,1,15,4,train
dơ dái,1,6,2,train
bẩn thiểu,1,9,2,train
rau sạch,1,8,2,train
an cuc,1,6,2,train
tuổi lờ,1,7,2,train
am binh,1,7,2,train
chetme,1,6,1,train
chúng tao,1,9,2,train
lệch lạc,1,8,2,train
áp bức,1,6,2,train
giết hại,1,8,2,train
thanh trừng đẫm máu,1,19,4,train
cây nọc giữa háng,1,17,4,train
đầu chó,1,7,2,train
kinh bỏ mẹ,1,10,3,train
thằng xì ke,1,11,3,train
lảng vảng,1,9,2,train
củ loz,1,6,2,train
đậu xanh,1,8,2,train
bà nội m,1,8,3,train
tưởng mình là hoàng thân quốc thích của bên tàu bên mĩ j còn tồn tại,1,68,16,train
cơn sản,1,7,2,train
hóa điên hóa khùng,1,18,4,train
clg v,1,5,2,train
già đầu mà non,1,14,4,train
nói bậy,1,7,2,train
quần lót,1,8,2,train
những người khốn khổ tại thiên đường,1,36,7,train
dkm m,1,5,2,train
chó động kinh,1,13,3,train
con chó rách,1,12,3,train
mặt nhìn kinh quá,1,17,4,train
tan,1,3,1,train
*** cm,1,6,2,train
thằng ăn xin,1,12,3,train
con mụ bộ y tế khóc khi bệnh nhân uống phải thuốc giả,1,53,13,train
chân lý giả,1,13,3,train
tư tưởng giả,1,14,3,train
đạo đức giả,1,14,3,train
đường lối giả,1,16,3,train
bầu cử giả,1,13,3,train
luật pháp giả,1,16,3,train
dối trá,1,9,2,train
lừa lộc,1,9,2,train
suy đồi thối nát đến mọi rợ,1,33,7,train
khịa vãi l,1,10,3,train
dit con me no,1,13,4,train
an ban,1,6,2,train
xàm chó,1,7,2,train
tự chết,1,7,2,train
chó chê mèo lắm lông,1,20,5,train
gạch đá đủ xây nhà,1,18,5,train
biết cc gì,1,10,3,train
con nhỏ đả kích,1,15,4,train
xồn,1,3,1,train
mã bố nhà m,1,11,4,train
đụma,1,4,1,train
vãi lòn,1,7,2,train
mặt heo,1,7,2,train
liếm lỗ nhị,1,11,3,train
osin,1,4,1,train
bò đỏ umê bưng bô làm gì có cửa đu,1,34,10,train
con chốt thí cho giặc tàu,1,25,6,train
gốm,1,3,1,train
buồn cười,1,9,2,train
wai,1,3,1,train
con mu,1,6,2,train
lu tau khua,1,11,3,train
mày có con cũng ngu,1,19,5,train
đẻ con ra cẩn thận,1,18,5,train
không trình độ,1,14,3,train
chạy chức chạy quyền,1,20,4,train
quên mang não,1,13,3,train
chết nó chôn tập thể,1,20,5,train
ăn cứt,1,6,2,train
tiên sư,1,7,2,train
rau tưới nhớt,1,13,3,train
thuốc kích phọt,1,15,3,train
chất tạo nạc,1,12,3,train
hàn the,1,7,2,train
thịt bơm hóa chất,1,17,4,train
trái cây tẩm hóa chất,1,21,5,train
xam lol,1,7,2,train
dien khung,1,10,2,train
lu virut,1,8,2,train
gáy to,1,6,2,train
hô,1,2,1,train
môi dầy,1,7,2,train
thất học,1,8,2,train
lóc cóc,1,7,2,train
ý thức nó cũng y vậy,1,20,6,train
lấy tiền nấu thuốc,1,18,4,train
lịt mẹ nó,1,9,3,train
xaolonnnnnnnnn,1,14,1,train
ý thức còn kém hơn kiến thức lý,1,31,8,train
bày đặc,1,7,2,train
bố thằng điên,1,13,3,train
t m ngu,1,7,3,train
sống sạch lên,1,13,3,train
mồm vén lên như cái bồn cầu,1,27,7,train
ngu vkl,1,7,2,train
tz,1,2,1,train
hoa lài cặm bãi shit trâu,1,25,6,train
bú bóng,1,7,2,train
vailunnn,1,8,1,train
hồ chí minh giả,1,15,4,train
ỉa vào mặt,1,10,3,train
thang lol,1,9,2,train
tui no sủa như chó,1,18,5,train
dap,1,3,1,train
trinh trâu,1,10,2,train
đầu óc ông này đang có vấn đề,1,29,8,train
thầy bar ko có não vẫn sống như thường,1,38,9,train
nhục con chó qá,1,15,4,train
xích cổ cách ly,1,15,4,train
thag ml,1,7,2,train
bán rẻ,1,6,2,train
sủa cc,1,6,2,train
xuống đất ngủ,1,13,3,train
con đi gia,1,10,3,train
các lãnh đạo tài giỏi và tin cậy của nhân dân có cách sử lý ô nhiễm thật khoa học đã giúp pômôsa giải tỏa những núi chất thải mà không ô nhiễm không ảnh hưởng đến sức khỏe và đời sống của nhân dân,1,196,45,train
nếu có ảnh hưởng thì chỉ ảnh hưởng cán bộ lãnh đạo,1,50,12,train
cái lũ,1,6,2,train
ngu lâu dốt bền,1,15,4,train
cưỡng hiếp,1,10,2,train
chó đàn,1,7,2,train
sủa như chó,1,11,3,train
kiếp con bò,1,11,3,train
lũ chó hại dân hại nước,1,23,6,train
dạy đời,1,7,2,train
phá hại,1,7,2,train
dân nuôn đời vất vả,1,19,5,train
nhôt,1,4,1,train
2tr usd thì chú mày nuốt,1,24,6,train
tưởng mình hay vs nguy hiểm,1,27,6,train
thả trôi sông,1,13,3,train
cách ly làm gì tốn chi phí,1,26,7,train
"ổ chứa dịch của bọn rich kid ,việt kiều",1,39,9,train
"sống nước này, nước kia,quốc tịch này quốc tịch kia",1,51,10,train
việt nam là chổ tạm trú,1,23,6,train
tao cừ tao ỉa,1,13,4,train
đỷ,1,2,1,train
xóa sổ,1,6,2,train
khùng điên nang,1,15,3,train
sản phẩm của cắt đôi bcs,1,24,6,train
to su,1,5,2,train
deu,1,3,1,train
phục cái máu lồn,1,16,4,train
người nổi tiếng mà ý thức kém,1,29,7,train
nghiệp bê đê,1,12,3,train
địt cụ bọn này,1,14,4,train
giả danh,1,8,2,train
ko chấp nhận,1,12,3,train
pản động,1,8,2,train
tử hih,1,6,2,train
fuckboi,1,7,1,train
sủa bậy,1,9,2,train
chặn bố,1,7,2,train
đéo rảnh,1,8,2,train
đầu bà cmay,1,11,3,train
rảnh háng,1,9,2,train
mấy cái trò,1,11,3,train
ko co an hoc,1,12,4,train
chua,1,4,1,train
loại này tử hình luôn cách ly làm gì,1,36,9,train
bụng như con heo,1,17,4,train
bài đặt,1,9,2,train
the lòn ma the lòn ma,1,21,6,train
nằm đấy vs tay trái,1,19,5,train
lai lưng,1,8,2,train
thằng bụng bà đẻ,1,16,4,train
kon di,1,6,2,train
lay má,1,6,2,train
nhai mãi đéo chán,1,17,4,train
láo nháo,1,8,2,train
hài,1,3,1,train
3 cái bọn rận chủ rẻ tiền,1,25,7,train
chết thay,1,9,2,train
giết oan,1,8,2,train
chảm,1,4,1,train
oc no,1,5,2,train
no nhu thuoc no,1,15,4,train
dung dai chu co ngoi dai,1,24,6,train
trại thương điên,1,16,3,train
bo tay . com,1,12,4,train
sờ chim,1,7,2,train
ăn hết đống cá rồi tắm biển hết đi,1,34,9,train
đờ mờ,1,5,2,train
có não không ???,1,16,4,train
cai mo may k con cai rang an chao,1,33,9,train
nhảm cứt,1,8,2,train
sūa cl,1,6,2,train
mất lịch sự,1,11,3,train
nhìn ngứa mắt,1,13,3,train
mù quán,1,7,2,train
mặt dầy,1,7,2,train
3d,1,2,1,train
thằng rách,1,10,2,train
con đóm sâu bọ,1,14,4,train
bọn t,1,5,2,train
nhạt vl,1,7,2,train
bọn rẻ tiền,1,11,3,train
thằng đạo chất xám,1,18,4,train
mang thẳng vào nhà hoả táng mà cách biệt,1,40,9,train
ổ dlv,1,5,2,train
lũ bất tài,1,10,3,train
học hành không lo,1,17,4,train
lo ăn chơi,1,10,3,train
lười biếng,1,10,2,train
""" xã hội đổ nát, nhà nước vô dụng """,1,35,10,train
đám phá,1,7,2,train
lũ tham quan ô lại,1,18,5,train
có tên nào tốt đẹp đâu,1,22,6,train
bóp cu,1,6,2,train
bon comcom,1,10,2,train
xấu còn như đàn og,1,18,5,train
chết con đỉ mẹ,1,14,4,train
bịnh thần kinh ác hiểm,1,22,5,train
bán rẻ tổ quốc,1,14,4,train
cái mặt con này,1,18,4,train
bao cao su,1,10,3,train
mong nhà mày chết bớt,1,21,5,train
rủa người ta chết,1,17,4,train
con mụ thần kinh,1,16,4,train
boác,1,4,1,train
vào đồn ca về hay bị trúng gió,1,30,8,train
ciu,1,3,1,train
có tiền mà k giám tiêu. toàn gửi ngân hàng nước ngoài,1,53,12,train
đứa tretrau,1,11,2,train
tp 😑,1,4,2,train
ccccc,1,5,1,train
đầu đường xó chợ,1,16,4,train
đo ngu,1,6,2,train
cho vào tù cách ly mẹ đi,1,24,7,train
đ**,1,3,1,train
vãi l*n,1,7,2,train
phơi xác,1,8,2,train
deoooo,1,6,1,train
thú vật,1,7,2,train
rút sạch sương máu,1,18,4,train
pháp luật là thể loại hài hước,1,30,7,train
coi chừng con cháu ông pà của pà .... ở địa ngục chờ pà,1,55,14,train
coi chừng xe pắt chó pắt,1,24,6,train
chó đẻ,1,8,2,train
chua bao giờ người lại rẽ như bây giờ,1,37,9,train
dơ vl,1,5,2,train
pê đê,1,5,2,train
sửa như chó,1,12,3,train
ngu như bò,1,11,3,train
bóng vàng mã dơ,1,18,4,train
tiệp corona,1,11,2,train
dễ như phò,1,10,3,train
ngta nhiều lắm có 2 mặt đằng này tận 4 mặt,1,42,11,train
khi du,1,6,2,train
ý thức của người vn quá yếu và quá kém,1,38,10,train
giờ giấc cao su,1,15,4,train
cha chung ko ai khóc,1,20,5,train
cặt,1,3,1,train
loạn luan,1,9,2,train
nlol,1,4,1,train
lòi cầm thú,1,11,3,train
loại xúc zật,1,12,3,train
mị,1,2,1,train
nâng bi tự sướng,1,16,4,train
địt con mẹ chó,1,14,4,train
sản phẩm óc chó,1,15,4,train
dizz mẹ mày,1,11,3,train
ra sức phấn đấu làm trâu chó ngựa cho người ta sai bảo,1,54,13,train
gây hiệu ứng đám đông để nôi tiếng,1,34,8,train
làm loạn để mọi người chú ý,1,27,7,train
không khác gì một con vi rút luôn luôn gây mệt mỏi,1,50,12,train
giấy tiền vàng bạc,1,18,4,train
bien hô,1,7,2,train
mặt l,1,5,2,train
hiếp zdam,1,9,2,train
giàu có thiệt nhưng có giúp đỡ ai đâu,1,37,9,train
bị bệnh nặng,1,12,3,train
thằng cc,1,8,2,train
phán như thánh,1,14,3,train
biết cái đéo j,1,14,4,train
ban nuoc,1,8,2,train
lôn va nô,1,9,3,train
làm riêng một phần nghĩa địa để trôn riêng những người cộng sản,1,63,13,train
người theo cộng sản là quỷ đội lốt người có tội đồ lớn với dân tộc,1,66,16,train
con dĩ,1,6,2,train
đẳng ngang với di,1,17,4,train
đàn áp lạm quyền,1,16,4,train
mở miệng là thịt chó,1,20,5,train
biến cái lỗ mồm ông thành cái bể phốt,1,37,9,train
uống nước là đi tù,1,18,5,train
bán đất bán biển,1,20,4,train
con bede sấu,1,12,3,train
thông minh tý đi bà con,1,23,6,train
con bong thuôi,1,14,3,train
"ung thu hong,lưoi miệng",1,23,4,train
thằng bóng khùng,1,16,3,train
mom thui,1,8,2,train
loài kg an học mat dai,1,24,6,train
khóc nhu cho,1,13,3,train
day dân len khai hoang,1,22,5,train
dc gia thi chiếm,1,16,4,train
chó sửa,1,7,2,train
cách ly mà đòi phục vụ như vua,1,30,8,train
nhìn mà gét,1,11,3,train
rút đc kinh nghiệm hết lần này qua lần khác,1,43,10,train
càn quét,1,8,2,train
ông họ hồ,1,9,3,train
mẹ cha chúng nó bọn mất lương tri,1,33,8,train
ném,1,3,1,train
ngu chưa con,1,12,3,train
bán hàng fake,1,13,3,train
cồng đầu,1,8,2,train
già mồm,1,7,2,train
oách sờ lách,1,12,3,train
kệ mẹ nó,1,8,3,train
tro he,1,6,2,train
giàu thì nói gì cũng được,1,25,6,train
đu càng qua mỹ,1,14,4,train
cha mày,1,7,2,train
ấy thế mà đi thương con chó,1,27,7,train
ăn nói vậy,1,10,3,train
chai sting vô đầu,1,17,4,train
cô lập,1,6,2,train
câm mẹ nó mồm,1,13,4,train
con đỹ,1,6,2,train
nhục cái mặt,1,12,3,train
đẹp đẽ quá mà,1,13,4,train
thk,1,3,1,train
xiên xỏ đá xéo,1,14,4,train
già đầu ko biết dạy,1,19,5,train
bị chửi đáng,1,12,3,train
k còn răng để nói,1,17,5,train
nguỵ biện,1,9,2,train
chôn chừa cái đầu nó,1,20,5,train
đâm,1,3,1,train
đầu nó,1,6,2,train
lòi óc,1,6,2,train
hồn siêu phách tán,1,18,4,train
ko đào thai,1,11,3,train
khẩu,1,4,1,train
mỉa mai vc,1,10,3,train
đỵt,1,3,1,train
chửi xả,1,7,2,train
đỵt mẹ đời,1,10,3,train
lồn mẹ chúng mày,1,16,4,train
mặt lồn,1,7,2,train
thằng ngu lồn,1,13,3,train
diệt chủng mà mấy triệu tín đồ vẫn tin là doanh nhân hay danh nhân,1,66,15,train
bò đỏ,1,6,2,train
"mấy chị \""có ý thức",1,24,5,train
nghỉ con mẹ mày,1,15,4,train
mày to,1,6,2,train
ngu cmn người,1,13,3,train
ném cmn,1,7,2,train
trung +,1,7,2,train
gian manh,1,9,2,train
xảo trá,1,7,2,train
tàn bạo,1,7,2,train
thùng rỗng kêu to,1,17,4,train
con me gia,1,10,3,train
sự xúc phạm nặng nề người nhìn,1,30,7,train
miệng lỗ mồm long công,1,22,5,train
chợ búa,1,7,2,train
chồn lùi,1,8,2,train
lam chuyện,1,10,2,train
miệng hô,1,8,2,train
các em nầy khi vào báo “công ngủ” với ác hồ thì phải chỉa vào mặt ác hồ như thế nầy nè,1,86,22,train
hà lội văn hiến,1,15,4,train
cái thứ hạ đẳng,1,15,4,train
sớm đoàn tụ với tổ tiên,1,23,6,train
lửa đốt,1,7,2,train
bố tổ sư,1,8,3,train
súng,1,4,1,train
bắn cho phát,1,12,3,train
lòi phèo,1,8,2,train
cạn lời,1,7,2,train
vloz,1,4,1,train
bệnh thành tích và gia đình trị con ông cháu cha,1,48,11,train
bất tài,1,7,2,train
chảy máu chất xám,1,17,4,train
bán rẻ đất nước,1,15,4,train
tụt mẹ nó,1,9,3,train
dm cấm cãi,1,10,3,train
trốn phía sau mặt tiền,1,22,5,train
xạo lôz,1,7,2,train
ngôn lù,1,7,2,train
uống rượu lái xe,1,16,4,train
gây tai nạn,1,11,3,train
lều báo,1,7,2,train
não cứt,1,7,2,train
nốn lừng,1,8,2,train
mấy thành phần bợ đít,1,21,5,train
dập,1,3,1,train
tưởng nhớ để sống lại à,1,23,6,train
bon cho ca,1,10,3,train
xin tien xin bia xin ruou tây,1,29,7,train
long hanh,1,9,2,train
tien su no,1,10,3,train
con cụ mày,1,10,3,train
con mã mẹ tụi mày,1,17,5,train
kẹc,1,3,1,train
tương tác đen vl,1,16,4,train
dot phao,1,8,2,train
lỗ llon,1,7,2,train
ức hiếp dân thì giỏi,1,20,5,train
ba mu,1,5,2,train
lůa đao,1,7,2,train
ai nói gì cũng tin,1,18,5,train
cuộc đời sài chai nước hoa chính hãng chưa nữa,1,46,10,train
nhạ ngọng,1,9,2,train
kinh khủng,1,10,2,train
"đụ mẹ thằng ""lỏng bao",1,21,5,train
não teo rồi hoá chó,1,19,5,train
mặt k co tí gì gọi là phúc hậu,1,30,9,train
mất day,1,7,2,train
mâm nào cũng có,1,15,4,train
rảnh hánh,1,9,2,train
ý thức như củ cải,1,17,5,train
giải toả,1,8,2,train
đồng bọn với con bò,1,19,5,train
lũ cầu cá móng phèn vô học mất dạy lại tham tiền vô đối bất chấp sĩ diện,1,73,18,train
chị em cá gô bỏ trong gổ,1,24,7,train
chống lầy kiếm lúa,1,18,4,train
biến mẹ,1,7,2,train
đừng có về đây,1,14,4,train
lây bệnh cho ngta,1,17,4,train
nuôi mấy đứa này thiệt tiếc tiền,1,32,7,train
lủ chó,1,6,2,train
boác hù,1,7,2,train
san voi,1,7,2,train
cái âm hộ,1,9,3,train
te tua,1,6,2,train
con cặt,1,7,2,train
lồ.n,1,4,1,train
bị mất ví,1,9,3,train
yêu đảng,1,8,2,train
xỉ vã,1,5,2,train
ông là loài đv máu lạnh,1,23,6,train
ác độc hơn lũ ngạ quỹ,1,21,6,train
bọn súc vật,1,11,3,train
bọn mọi rợ,1,10,3,train
bon tu ban,1,10,3,train
cmt,1,3,1,train
căc,1,3,1,train
ngu thiệt hay gia ngu,1,21,5,train
ca sĩ nhưng k biết hát,1,22,6,train
nó xạo lồn,1,10,3,train
chém chết mẹ,1,12,3,train
khốn nạn vl,1,11,3,train
sao nó sống tới tận giờ đc nhỉ,1,30,8,train
chửi con đỷ,1,11,3,train
cm may,1,6,2,train
cổ lổ sỉ,1,8,3,train
bỏ fl,1,5,2,train
củ kỉ,1,5,2,train
xấu xí,1,6,2,train
đlq,1,3,1,train
can dit,1,7,2,train
mẫu quốc,1,8,2,train
cộng sản mạnh nhất ở điểm là tạo ngôn luận ảnh hưởng mọi người,1,62,14,train
im m* mồm,1,9,3,train
ý thức ncc @@,1,13,4,train
kho ua va,1,9,3,train
sân sau của quan chức,1,21,5,train
cạch chính quyền,1,16,3,train
con dao 2 lưỡi,1,14,4,train
kẻ thấp cổ bé họng,1,18,5,train
núp lùm,1,7,2,train
ý thức còn ít hơn kiến thức hoá,1,31,8,train
thk đần,1,7,2,train
phụ hồ,1,6,2,train
tiền bảo kê,1,11,3,train
âm đạo dãn rộng thâm đen,1,24,6,train
ba bá dơ,1,8,3,train
con ngựa bị che bớt mắt để chỉ đi đường thẳng,1,45,11,train
con bò bị tròng cổ để dể dắc đi,1,31,9,train
con trâu bị xỏ mủi để dể điều khiển,1,35,9,train
do van hoa,1,10,3,train
cút mẹ mày,1,10,3,train
mất tư cách,1,11,3,train
dễ sợ,1,5,2,train
thiêu hủy,1,9,2,train
+ sản đã làm cho nhân dân bị bệnh kiệt kháng,1,51,11,train
con quỹ,1,7,2,train
dõm,1,3,1,train
chơi dơ,1,7,2,train
đem bênh về đây,1,15,4,train
thằng trẩu nhi,1,14,3,train
văn hóa lắm cơ,1,14,4,train
thằng ăn cướp mà còn mang huy hiệu đảng,1,39,9,train
đứng về phía thế lực thù địch tức là thân địch tức là chống đảng,1,64,15,train
vớ vét,1,6,2,train
núp gầm giường hay sao biết,1,27,6,train
nhà từ thiện online,1,19,4,train
nó cố ý hay vô tình sống tới giờ,1,32,9,train
gớm,1,3,1,train
nản vl,1,6,2,train
xạo lồng,1,8,2,train
già,1,3,1,train
cái thể loại này,1,16,4,train
nổ và láo,1,9,3,train
ngáo cứt lợn,1,12,3,train
khuyết tật về não,1,17,4,train
ý thức như buồ.i,1,16,4,train
kon mẹ nó,1,9,3,train
ngu hon ca cho,1,14,4,train
con ho ly tinh,1,14,4,train
đạp,1,3,1,train
cạn cmn lời,1,11,3,train
bọn cô rê an,1,12,4,train
chết con ỉ ẹ,1,12,4,train
vẽ ra dự án,1,11,4,train
rút ruột,1,8,2,train
ồn ào tranh chấp,1,16,4,train
làm chuyện ruồi bu,1,18,4,train
diễn éo sâu,1,11,3,train
mấy thằng lol,1,13,3,train
ko ra cái méo gì,1,16,5,train
vịt tần,1,7,2,train
diễu cợt,1,8,2,train
