text_original,text_clean,label_id,label_name,label_binary
Trần ĐứcAnh,Trần ĐứcAnh,0,CLEAN,0
Đinh tặc level lão làng =)),Đinh tặc level lão làng =)),0,CLEAN,0
@Võ Xuân Hoan m làm như có mình ên mặt m xài ròi. Mình ên mày khen nhưng nhìu ng thấy đéo tốt thì ng ta nói mất cl gì căng,@Võ Xuân Hoan m làm như có mình ên mặt m xài ròi. Mình ên mày khen nhưng nhìu ng thấy đéo tốt thì ng ta nói mất cl gì căng,2,HATE,1
Quan trọng là bọn Phi làm gì biết dùng nụ cười để giải quyết khó khăn như quê tao 😅😅😅😅,Quan trọng là bọn Phi làm gì biết dùng nụ cười để giải quyết khó khăn như quê tao 😅😅😅😅,0,CLEAN,0
Lam Phuong 1 pha tấu hài 😂,Lam Phuong 1 pha tấu hài 😂,0,CLEAN,0
Thảo Chăm tôn hẳng con cu tí hon của anh tịp,Thảo Chăm tôn hẳng con cu tí hon của anh tịp,2,HATE,1
Hello abe,Hello abe,0,CLEAN,0
nhìn như ông già trong chúa tể của những chiếc nhẫn vãi,nhìn như ông già trong chúa tể của những chiếc nhẫn vãi,0,CLEAN,0
Chung lò đào tạo với John wick :v,Chung lò đào tạo với John wick :v,0,CLEAN,0
Mô phật làm ơn đài phố bolsa tv phỏng vấn trần dần xin dùm tui facebook chính chủ của trần dần để fan tụi tui có thể vô xem hài của idol AMEN 🙏🙏🙏,Mô phật làm ơn đài phố bolsa tv phỏng vấn trần dần xin dùm tui facebook chính chủ của trần dần để fan tụi tui có thể vô xem hài của idol AMEN 🙏🙏🙏,0,CLEAN,0
Cưng ơi..,Cưng ơi..,0,CLEAN,0
"@Hoàng Phúc Lê mày mới khẩu nghiệp á. Tao đọc cmt mà thấy rõ ai nói chuyện sân si, mất dạy liền. Thứ đàn ông mà nhảy dựng dựng lên chửi trong khi người ta góp ý lịch sự, rồi nói người ta dựng dựng mà không biết nhìn lại bản thân :))) miệng nói mấy từ như đứa thiếu giáo dục, ko khá nổi :D","@Hoàng Phúc Lê mày mới khẩu nghiệp á. Tao đọc cmt mà thấy rõ ai nói chuyện sân si, mất dạy liền. Thứ đàn ông mà nhảy dựng dựng lên chửi trong khi người ta góp ý lịch sự, rồi nói người ta dựng dựng mà không biết nhìn lại bản thân :))) miệng nói mấy từ như đứa thiếu giáo dục, ko khá nổi :D",2,HATE,1
Giải thưởng danh hài xuất sắc hả thầy,Giải thưởng danh hài xuất sắc hả thầy,0,CLEAN,0
Chúc cô à lộn thầy Ba 20/10 vui vẻ :v,Chúc cô à lộn thầy Ba 20/10 vui vẻ :v,0,CLEAN,0
"Chị Ba đã lên sóng, hóng chi Ba🥰🥰","Chị Ba đã lên sóng, hóng chi Ba🥰🥰",0,CLEAN,0
Anh Trung sonic :)),Anh Trung sonic :)),0,CLEAN,0
thàn tượng Lê Nhân hay gì,thàn tượng Lê Nhân hay gì,0,CLEAN,0
hôm nay tiểu sẽ sống chết vs concac abe,hôm nay tiểu sẽ sống chết vs concac abe,2,HATE,1
I love u pặc pặc 😘,I love u pặc pặc 😘,0,CLEAN,0
Cái quả nhạc,Cái quả nhạc,0,CLEAN,0
Cho nghỉ học đi mà,Cho nghỉ học đi mà,0,CLEAN,0
Xin link dạo hả abe,Xin link dạo hả abe,0,CLEAN,0
Ô thế là bọn chúng muốn giết ai thì giết à bắt người khác chết thay tội phạm bọn tội phạm đích thực phải chết nhiều tên cũng xứng đáng thôi còn tay luật sư có bằng chứng mà không đưa ra tố cáo tội phạm thì trở thành đồng phạm giết oan người lương thiện .. chính tay luật sư đó phải bị chảm đầu tiên ...,Ô thế là bọn chúng muốn giết ai thì giết à bắt người khác chết thay tội phạm bọn tội phạm đích thực phải chết nhiều tên cũng xứng đáng thôi còn tay luật sư có bằng chứng mà không đưa ra tố cáo tội phạm thì trở thành đồng phạm giết oan người lương thiện .. chính tay luật sư đó phải bị chảm đầu tiên ...,1,OFFENSIVE,1
Bộ trưởng quốc phòng hèn nhất LS VN,Bộ trưởng quốc phòng hèn nhất LS VN,2,HATE,1
MƯA BẢO SAO KHÔNG LÊN SÓNG ĐƯỢC... BỘ LÊN SÓNG Ở NGOÀI TRỜI HẢ,MƯA BẢO SAO KHÔNG LÊN SÓNG ĐƯỢC... BỘ LÊN SÓNG Ở NGOÀI TRỜI HẢ,0,CLEAN,0
Thầy bị trúng lời nguyền :))),Thầy bị trúng lời nguyền :))),0,CLEAN,0
nứng nứng hóa,nứng nứng hóa,1,OFFENSIVE,1
Mắc đ*t quá,Mắc đ*t quá,1,OFFENSIVE,1
Rip lòi le 20cm:)),Rip lòi le 20cm:)),0,CLEAN,0
Tết có nhạt đâu 😆,Tết có nhạt đâu 😆,0,CLEAN,0
Bảy Miếng Đất Official em yeu anh cho rờ ciu,Bảy Miếng Đất Official em yeu anh cho rờ ciu,0,CLEAN,0
😞 vì yêu anh nên em nguyện làm ng tăng động,😞 vì yêu anh nên em nguyện làm ng tăng động,0,CLEAN,0
Về nhà giúp mẹ giúp cha,Về nhà giúp mẹ giúp cha,0,CLEAN,0
Ở 1 diễn biến khác..,Ở 1 diễn biến khác..,0,CLEAN,0
"Dù là ai hay ở độ tuổi nào thì cũng cần làm đẹp, không tin thì vô đây nhen, không có khoảng cách về lứa tuổi hay giới tính ở đây, link nè:","Dù là ai hay ở độ tuổi nào thì cũng cần làm đẹp, không tin thì vô đây nhen, không có khoảng cách về lứa tuổi hay giới tính ở đây, link nè:",0,CLEAN,0
"Ao làng tiếp nhé , tôi cast","Ao làng tiếp nhé , tôi cast",0,CLEAN,0
Buổi chiều vui vẻ nhé🍓,Buổi chiều vui vẻ nhé🍓,0,CLEAN,0
Trường hợp này có cho tao cũng đéo húp Levi said,Trường hợp này có cho tao cũng đéo húp Levi said,0,CLEAN,0
Quả demo làm e k ngủ dc =)),Quả demo làm e k ngủ dc =)),0,CLEAN,0
Hết lòng tin vao các bác rồi... thương dân miền trung lắm... cố gắng lên,Hết lòng tin vao các bác rồi... thương dân miền trung lắm... cố gắng lên,0,CLEAN,0
Vâng quan trọng là chị đã có LỖ chỉ dùng LỰC là tiền nó ra thôi ^^,Vâng quan trọng là chị đã có LỖ chỉ dùng LỰC là tiền nó ra thôi ^^,2,HATE,1
Anh nói rất là hay,Anh nói rất là hay,0,CLEAN,0
Lê Thư bớt ngu,Lê Thư bớt ngu,2,HATE,1
:v bắt gặp ở đâu vậy br,:v bắt gặp ở đâu vậy br,0,CLEAN,0
Đại Nghĩa viết nhanh quá nó tự cho chữ =))),Đại Nghĩa viết nhanh quá nó tự cho chữ =))),0,CLEAN,0
giống MTP vd ae ạ,giống MTP vd ae ạ,0,CLEAN,0
Chúc mừng các em chuẩn bị vào đại học nhé. Mà thời gian nghỉ các em ăn chơi cho đã vào nhé và chuẩn bị tinh thần vào đại học nha.,Chúc mừng các em chuẩn bị vào đại học nhé. Mà thời gian nghỉ các em ăn chơi cho đã vào nhé và chuẩn bị tinh thần vào đại học nha.,0,CLEAN,0
"nhưng ý đang nói nó chết thì vẫn phải đóng tiền mà mang xác về, chứ ai đi chở xác không công cho nó. Y như cái vụ này thôi","nhưng ý đang nói nó chết thì vẫn phải đóng tiền mà mang xác về, chứ ai đi chở xác không công cho nó. Y như cái vụ này thôi",0,CLEAN,0
Ếch Xanh bút này chym bé lắm k mua,Ếch Xanh bút này chym bé lắm k mua,0,CLEAN,0
Chi ba oi cho e tien cu gup nguoi nheo di chi,Chi ba oi cho e tien cu gup nguoi nheo di chi,0,CLEAN,0
Này Trần dần già sắp chết rồi nói bậy nói láo tuổi con cháu khinh thường cho,Này Trần dần già sắp chết rồi nói bậy nói láo tuổi con cháu khinh thường cho,2,HATE,1
Đánh răng hết mẹ phim,Đánh răng hết mẹ phim,0,CLEAN,0
9 năm sau ông ở đâu?... câu hỏi thâm thật!,9 năm sau ông ở đâu?... câu hỏi thâm thật!,0,CLEAN,0
"Cái gì cũng có giới hạn cả ? Biết chịu nhịn nhục nhưng cũng có giới hạn , kh phải hơn thua hay gì ? Mà phải có gh ? Người như phải con động vật đâu cứ ngồi im nghe chịu đựng ? Rồi dỗ dăn bao dung ? Giới hạn cả nhé !! Đừng cho mình là nhất ??","Cái gì cũng có giới hạn cả ? Biết chịu nhịn nhục nhưng cũng có giới hạn , kh phải hơn thua hay gì ? Mà phải có gh ? Người như phải con động vật đâu cứ ngồi im nghe chịu đựng ? Rồi dỗ dăn bao dung ? Giới hạn cả nhé !! Đừng cho mình là nhất ??",0,CLEAN,0
Ana Đoàn Thư đú trend sớm thế,Ana Đoàn Thư đú trend sớm thế,0,CLEAN,0
Cứng quá :)),Cứng quá :)),0,CLEAN,0
Tiên Võ :))),Tiên Võ :))),0,CLEAN,0
Đạt thơ đâu vậy 😅😅,Đạt thơ đâu vậy 😅😅,0,CLEAN,0
Chi ơi chi chửi con trang Lê đi chi nó đang chửi v n minh dữ lắm chi e ủng hô chi,Chi ơi chi chửi con trang Lê đi chi nó đang chửi v n minh dữ lắm chi e ủng hô chi,0,CLEAN,0
Trịnh Nam Long Bị ngu à ? Quốc tịch VN thì vẫn là người VN đi định cư nước nào kệ cha ngta? VN chưa cấm thì ông bớt lên tiếng hộ cái lo chuyện bao đồng. Thứ ích kỷ cùng là ng VN mà ganh nạnh,Trịnh Nam Long Bị ngu à ? Quốc tịch VN thì vẫn là người VN đi định cư nước nào kệ cha ngta? VN chưa cấm thì ông bớt lên tiếng hộ cái lo chuyện bao đồng. Thứ ích kỷ cùng là ng VN mà ganh nạnh,2,HATE,1
":( em ở bên czech, đeo khẩu trang cũng bị dân chúng nó nhìn nó kỳ thị đây!",":( em ở bên czech, đeo khẩu trang cũng bị dân chúng nó nhìn nó kỳ thị đây!",0,CLEAN,0
Viêt nam tât chiên tât thang.,Viêt nam tât chiên tât thang.,0,CLEAN,0
Linh cẩu,Linh cẩu,2,HATE,1
Ai muốn làm cv bán tời gian ib mik,Ai muốn làm cv bán tời gian ib mik,0,CLEAN,0
Có cái nào xách tay hay2 thì để lại cho ae nhé ml 😄,Có cái nào xách tay hay2 thì để lại cho ae nhé ml 😄,0,CLEAN,0
Ad ns vậy chứ 100 tỷ thì ông nọ bà kia nhịn à 😆😆,Ad ns vậy chứ 100 tỷ thì ông nọ bà kia nhịn à 😆😆,0,CLEAN,0
Vậy trc h là con Bóng Long Xiên??,Vậy trc h là con Bóng Long Xiên??,2,HATE,1
Đề nghị sống chậm,Đề nghị sống chậm,0,CLEAN,0
Sống nhanh lên các bạn :3,Sống nhanh lên các bạn :3,0,CLEAN,0
nhin`nha` que vl 😒,nhin`nha` que vl 😒,1,OFFENSIVE,1
Thầy tuu,Thầy tuu,0,CLEAN,0
bán lẻ khongg,bán lẻ khongg,0,CLEAN,0
C sửa riết nhìn như bị hư,C sửa riết nhìn như bị hư,0,CLEAN,0
Quê em da trắng nước trong v:,Quê em da trắng nước trong v:,0,CLEAN,0
Hoàng Trung Dũng haha. E tự đi đc,Hoàng Trung Dũng haha. E tự đi đc,0,CLEAN,0
cái này là ảnh thật nha mấy ông kia là chị Trang á,cái này là ảnh thật nha mấy ông kia là chị Trang á,0,CLEAN,0
Nam Đoàn Kris giỏi thì chết còn lơ ngơ như anh chàng ny chị Emily ngủ cả buổi kia thì lại sống😂,Nam Đoàn Kris giỏi thì chết còn lơ ngơ như anh chàng ny chị Emily ngủ cả buổi kia thì lại sống😂,0,CLEAN,0
Vaicalon =))),Vaicalon =))),1,OFFENSIVE,1
"Nhạc hay , nhưng mà mn có nghe đk lời bài hát ko","Nhạc hay , nhưng mà mn có nghe đk lời bài hát ko",0,CLEAN,0
Liên quan gì mỹ bảo vệ vn?????? câu chuyện đó phải nói là mỹ bảo vệ 3que nhen hông,Liên quan gì mỹ bảo vệ vn?????? câu chuyện đó phải nói là mỹ bảo vệ 3que nhen hông,2,HATE,1
From Cà Mau With Love!!!,From Cà Mau With Love!!!,0,CLEAN,0
thời gian vàng bạc 😑😑,thời gian vàng bạc 😑😑,0,CLEAN,0
Dep qúa người đẹp,Dep qúa người đẹp,0,CLEAN,0
Giật mình tưởng Khánh,Giật mình tưởng Khánh,0,CLEAN,0
Cua nhỏ ko dám ăn ăn mấy con cua thế này cho đỡ tốn tiền,Cua nhỏ ko dám ăn ăn mấy con cua thế này cho đỡ tốn tiền,0,CLEAN,0
Như Quỳnh hải sản nè em,Như Quỳnh hải sản nè em,0,CLEAN,0
đc anh ưiiii,đc anh ưiiii,0,CLEAN,0
Lời tiên tri,Lời tiên tri,0,CLEAN,0
"Các thanh niên đang bật chế độ tự động hay k thì k biết, nhưng đang nói về vụ ngập mặn sông cửu long lại sọ sang boxit tây nguyên với chả nhà nước hỏi ý kiến dân","Các thanh niên đang bật chế độ tự động hay k thì k biết, nhưng đang nói về vụ ngập mặn sông cửu long lại sọ sang boxit tây nguyên với chả nhà nước hỏi ý kiến dân",0,CLEAN,0
Phạm Ngọc Quân chắc k đâu :)),Phạm Ngọc Quân chắc k đâu :)),0,CLEAN,0
Nhưng mà ngt chỉ trách kế toán thôi!🤣,Nhưng mà ngt chỉ trách kế toán thôi!🤣,0,CLEAN,0
Nói chuyện thể hiện văn hoá lùn nhỉ?,Nói chuyện thể hiện văn hoá lùn nhỉ?,0,CLEAN,0
Nguyễn Thị Hồng loại này hôi lắm 🤣,Nguyễn Thị Hồng loại này hôi lắm 🤣,0,CLEAN,0
Nguyễn Nhật Vy nhạc hay lời nghe muốn chảy máu tai,Nguyễn Nhật Vy nhạc hay lời nghe muốn chảy máu tai,0,CLEAN,0
Công Vinh khox',Công Vinh khox',0,CLEAN,0
Có dạy làm ngành k thầy? :)),Có dạy làm ngành k thầy? :)),0,CLEAN,0
Đang quạo mà bắt chụp hình 🙂,Đang quạo mà bắt chụp hình 🙂,0,CLEAN,0
Hình như là van thiên tường đêm lạnh chùa hoang,Hình như là van thiên tường đêm lạnh chùa hoang,0,CLEAN,0
Ngô Hiếu Giờ cmt ảnh này là bị ban chết me đấy ông ạ :v,Ngô Hiếu Giờ cmt ảnh này là bị ban chết me đấy ông ạ :v,1,OFFENSIVE,1
lừa hết các bạn ạ=))),lừa hết các bạn ạ=))),0,CLEAN,0
Vũ Vũ mua sẵn chuẩn bị đi cô,Vũ Vũ mua sẵn chuẩn bị đi cô,0,CLEAN,0
Tủnn Tủnn phục l4`n,Tủnn Tủnn phục l4`n,2,HATE,1
Sách lược diệt chủng dân tộc Việt Nam của Tàu cộng!,Sách lược diệt chủng dân tộc Việt Nam của Tàu cộng!,2,HATE,1
Tối vô khoanh tay xin lỗi không anh ơi 🤣🤣,Tối vô khoanh tay xin lỗi không anh ơi 🤣🤣,0,CLEAN,0
Đừng đụng đến Bắc kỳ,Đừng đụng đến Bắc kỳ,2,HATE,1
Bông Xù tầm hồn :))),Bông Xù tầm hồn :))),0,CLEAN,0
chỉ biết cười :)),chỉ biết cười :)),0,CLEAN,0
THP vẫn sống và ngta vẫn uốg như thường.,THP vẫn sống và ngta vẫn uốg như thường.,0,CLEAN,0
Ủa sao đăng ảnh nhóm HKt vậy a?,Ủa sao đăng ảnh nhóm HKt vậy a?,0,CLEAN,0
Sai lầm của a là ko đem đến cục vệ sinh an toàn thực phẩm .,Sai lầm của a là ko đem đến cục vệ sinh an toàn thực phẩm .,0,CLEAN,0
Cô qua nhà t,Cô qua nhà t,0,CLEAN,0
Phan Linh nó họ Bùi ý thức như đầu buooi là đúng r,Phan Linh nó họ Bùi ý thức như đầu buooi là đúng r,2,HATE,1
Trăm năm Kiều vẫn là Kiều,Trăm năm Kiều vẫn là Kiều,0,CLEAN,0
"ăn sam lúc nào cũng phải ăn cả đôi đực - cái, nếu ăn con so sẽ bị ngộ độc :)","ăn sam lúc nào cũng phải ăn cả đôi đực - cái, nếu ăn con so sẽ bị ngộ độc :)",0,CLEAN,0
Đéo mang đặc sản của thầy ra cho chúng nó nếm,Đéo mang đặc sản của thầy ra cho chúng nó nếm,1,OFFENSIVE,1
Tăm TămPhuong TrinhHoài Thương ôi sếp người ta,Tăm TămPhuong TrinhHoài Thương ôi sếp người ta,0,CLEAN,0
Hôm nay admin mày chửi đúng lắm! Yên lặng đáng sợ,Hôm nay admin mày chửi đúng lắm! Yên lặng đáng sợ,1,OFFENSIVE,1
Đấng chíp chất thật,Đấng chíp chất thật,0,CLEAN,0
Vần đơn này :vv,Vần đơn này :vv,0,CLEAN,0
"Chuyện bình thường như cân đường hộp sữa ở thiên đường này.Các vị nghĩ chúng nó ăn như thế đã là ác độc lắm rồi à.Chưa đâu,nó ăn những cái mà quý vị còn chưa thấy kìa.Không từ bất cứ một thủ đoạn nào,ăn không từ một cái gì.Ăn trên xương máu,trên đầu tr","Chuyện bình thường như cân đường hộp sữa ở thiên đường này.Các vị nghĩ chúng nó ăn như thế đã là ác độc lắm rồi à.Chưa đâu,nó ăn những cái mà quý vị còn chưa thấy kìa.Không từ bất cứ một thủ đoạn nào,ăn không từ một cái gì.Ăn trên xương máu,trên đầu tr",2,HATE,1
"Ái chà chà, Tèo ơi a ADD e với Cùng họ cùng đệm luôn =)) ae cùng cha khác ông nộii","Ái chà chà, Tèo ơi a ADD e với Cùng họ cùng đệm luôn =)) ae cùng cha khác ông nộii",0,CLEAN,0
Mv sẽ cảm động hơn khi người dẫn truyện k phải là a độ =)),Mv sẽ cảm động hơn khi người dẫn truyện k phải là a độ =)),0,CLEAN,0
"Hắc lào - lang ben ko chỉ gây MẤT THẨM MĨ mà còn gây ra sự NGỨA NGÁY, KHÓ CHỊU cho người bị.","Hắc lào - lang ben ko chỉ gây MẤT THẨM MĨ mà còn gây ra sự NGỨA NGÁY, KHÓ CHỊU cho người bị.",0,CLEAN,0
Nguyễn Thị Hồng Ngọc bên trái là uốn r,Nguyễn Thị Hồng Ngọc bên trái là uốn r,0,CLEAN,0
Thu Nhài 🤣🤣🤣 thế thì cách ly nó,Thu Nhài 🤣🤣🤣 thế thì cách ly nó,0,CLEAN,0
Sống chậm thoii 😑,Sống chậm thoii 😑,0,CLEAN,0
Tự hào quá Việt cộng ơi. Xuất khẩu nổi nhục đi khắp thế giới.,Tự hào quá Việt cộng ơi. Xuất khẩu nổi nhục đi khắp thế giới.,2,HATE,1
Diễm Thúy đột quỵ á :))),Diễm Thúy đột quỵ á :))),0,CLEAN,0
Nhận tin Tú đang bị nguy hiểm Abe Sài Gòn bỏ đi,Nhận tin Tú đang bị nguy hiểm Abe Sài Gòn bỏ đi,0,CLEAN,0
Cực kì thuyết phục=)))),Cực kì thuyết phục=)))),0,CLEAN,0
Tối mạng lag như điên,Tối mạng lag như điên,0,CLEAN,0
Ai lấy inb tui nhé. Inb trc giúp tôi tui có mấy cái cung hay hay tui gửi cho,Ai lấy inb tui nhé. Inb trc giúp tôi tui có mấy cái cung hay hay tui gửi cho,0,CLEAN,0
Cuối cùng đ/c Trần Dần đã giác ngộ lý tượng cách mạng,Cuối cùng đ/c Trần Dần đã giác ngộ lý tượng cách mạng,0,CLEAN,0
Đáng suy ngẫm,Đáng suy ngẫm,0,CLEAN,0
Không có tiền nhưng e tin bme e đủ tiềm lực đến khi e tự kiếm được tiền :)),Không có tiền nhưng e tin bme e đủ tiềm lực đến khi e tự kiếm được tiền :)),0,CLEAN,0
Be de ma chui thi thoi roi.,Be de ma chui thi thoi roi.,0,CLEAN,0
Mới nghe đc mấy tiếng trước 😂,Mới nghe đc mấy tiếng trước 😂,0,CLEAN,0
kkkkkk,kkkkkk,0,CLEAN,0
CEO apple Tim Cook là gay thì phải,CEO apple Tim Cook là gay thì phải,0,CLEAN,0
The old man in the video sounded like a madman! Is he claiming to be another Nostradamus or something? Cuckoo! Did the Coronavirus do something to him already?,The old man in the video sounded like a madman! Is he claiming to be another Nostradamus or something? Cuckoo! Did the Coronavirus do something to him already?,0,CLEAN,0
chậm hơi nhiều nhịp nha,chậm hơi nhiều nhịp nha,0,CLEAN,0
Chỉ Có những người ngu lâu dốt bền mới khoe của,Chỉ Có những người ngu lâu dốt bền mới khoe của,2,HATE,1
những câu nói rất ý nghĩa.,những câu nói rất ý nghĩa.,0,CLEAN,0
Được vl thầy ơi :))),Được vl thầy ơi :))),0,CLEAN,0
alo a độ ơi,alo a độ ơi,0,CLEAN,0
Thỏ Ngọc,Thỏ Ngọc,0,CLEAN,0
Nguyễn Đức bạn là chó. Cũng là món ăn,Nguyễn Đức bạn là chó. Cũng là món ăn,2,HATE,1
Nguyễn Nhật Long vl nắc,Nguyễn Nhật Long vl nắc,1,OFFENSIVE,1
"Kô ai muốn phải cách ly ,nhưng vì sk cộng đồng cũng như sk chính mình hãy cố gắng lên bạn,bạn càng nói thì cái não của bạn sẽ bé đi nhiều.chúc bạn sau 14 ngày âm tính với corona.","Kô ai muốn phải cách ly ,nhưng vì sk cộng đồng cũng như sk chính mình hãy cố gắng lên bạn,bạn càng nói thì cái não của bạn sẽ bé đi nhiều.chúc bạn sau 14 ngày âm tính với corona.",2,HATE,1
Kinh nghiệm tình trường :)),Kinh nghiệm tình trường :)),0,CLEAN,0
ok ah,ok ah,0,CLEAN,0
Hợp lý 😂,Hợp lý 😂,0,CLEAN,0
Xem phim cũng phải cảnh giác 🤦‍♂️🤣🤣,Xem phim cũng phải cảnh giác 🤦‍♂️🤣🤣,0,CLEAN,0
Quà lủng không thầy ?,Quà lủng không thầy ?,0,CLEAN,0
Diễm Phúc nhìn tay quen nhe,Diễm Phúc nhìn tay quen nhe,0,CLEAN,0
😴,😴,0,CLEAN,0
Hay lắm ad ơi 🙂,Hay lắm ad ơi 🙂,0,CLEAN,0
Heloo abe,Heloo abe,0,CLEAN,0
Công thức đập của thầy ba hayy vãi ae à,Công thức đập của thầy ba hayy vãi ae à,0,CLEAN,0
Trend này hot hơn,Trend này hot hơn,0,CLEAN,0
Lúc đó tui mới thấy ủa sao kì zậy??,Lúc đó tui mới thấy ủa sao kì zậy??,0,CLEAN,0
"Bùi Thị Quỳnh bên a có tất cả các hòm thương hiệu nổi tiếng mà giới trẻ việt nam yêu thích , nike , gucci , vans , adidas , louis vuittion ...","Bùi Thị Quỳnh bên a có tất cả các hòm thương hiệu nổi tiếng mà giới trẻ việt nam yêu thích , nike , gucci , vans , adidas , louis vuittion ...",0,CLEAN,0
Bn ơi bn bt gì về nước hoa ko,Bn ơi bn bt gì về nước hoa ko,0,CLEAN,0
Hương Hương Huuyen Huuyen này ngon nè,Hương Hương Huuyen Huuyen này ngon nè,0,CLEAN,0
hồi bé nghịch ngợm hay bị đánh bị cãi thì lại mong lớn đúng là con người chả khi nào thoả mãn được,hồi bé nghịch ngợm hay bị đánh bị cãi thì lại mong lớn đúng là con người chả khi nào thoả mãn được,0,CLEAN,0
Đc vl anh ưi <3 <3 <3,Đc vl anh ưi <3 <3 <3,0,CLEAN,0
113,113,0,CLEAN,0
Xem,Xem,0,CLEAN,0
Uốn cho tỉnh đi thầy =)),Uốn cho tỉnh đi thầy =)),0,CLEAN,0
"Lúc đầu 500 triệu là tiền của MC Phan Anh đưa ra trước để tiên phong kêu gọi mọi người quyên góp chứ có phải tiền của người khác như stt trên bêu rếu đâu,người ta cũng nổi tiếng sẵn rồi,cũng đc nhiều người biết đến rồi cần gì phải làm màu để nổi. Làm gì,bằng cách nào cũng bị bóp méo,bươi móc nói xấu,đè bẹp cho đc,cần phải xem lại bản thân mình trước đi rồi hãy phán xét,trù dập người khác.","Lúc đầu 500 triệu là tiền của MC Phan Anh đưa ra trước để tiên phong kêu gọi mọi người quyên góp chứ có phải tiền của người khác như stt trên bêu rếu đâu,người ta cũng nổi tiếng sẵn rồi,cũng đc nhiều người biết đến rồi cần gì phải làm màu để nổi. Làm gì,bằng cách nào cũng bị bóp méo,bươi móc nói xấu,đè bẹp cho đc,cần phải xem lại bản thân mình trước đi rồi hãy phán xét,trù dập người khác.",0,CLEAN,0
Fb tăng thôi thôi giờ chuyển sang insta hay làm vài ních nữa rồi bán lại 🤣🤣,Fb tăng thôi thôi giờ chuyển sang insta hay làm vài ních nữa rồi bán lại 🤣🤣,0,CLEAN,0
Chị ko nói thì kệ chị,Chị ko nói thì kệ chị,0,CLEAN,0
Nhảm nhí. Mày kiếm đâu ra cái tờ giấy này rồi vu khốg thế,Nhảm nhí. Mày kiếm đâu ra cái tờ giấy này rồi vu khốg thế,2,HATE,1
Bài viết này đang có quảng cáo. Không có tiền thì sờ chim làm sao :)),Bài viết này đang có quảng cáo. Không có tiền thì sờ chim làm sao :)),0,CLEAN,0
Đức Mạnhko dẻo đâu,Đức Mạnhko dẻo đâu,0,CLEAN,0
"nhìn bác tôi chợt nhớ tới những tượng đài nghìn tỉ đồng, cụ Hồ ơi sao cụ không sống mãi để lãnh đạo. thối nát thối nát.","nhìn bác tôi chợt nhớ tới những tượng đài nghìn tỉ đồng, cụ Hồ ơi sao cụ không sống mãi để lãnh đạo. thối nát thối nát.",2,HATE,1
"Nó đang tự chửi nó , lấy chồng còn ( sinh con) ủa mà nó đẻ được không ta ? Vì nó là quỷ rồi !... bọn bay thua con chó là con người thô tục từ thiện áp phe còn phước không?","Nó đang tự chửi nó , lấy chồng còn ( sinh con) ủa mà nó đẻ được không ta ? Vì nó là quỷ rồi !... bọn bay thua con chó là con người thô tục từ thiện áp phe còn phước không?",2,HATE,1
Đi xe đạp cho vui xe điện làm gì =)),Đi xe đạp cho vui xe điện làm gì =)),0,CLEAN,0
lên fan cứng đi,lên fan cứng đi,0,CLEAN,0
Phim dở vl,Phim dở vl,0,CLEAN,0
MCVMedia  may dung co so sanh lisa tui  do di cho,MCVMedia may dung co so sanh lisa tui do di cho,2,HATE,1
Đúng quá đúng anh eii :)),Đúng quá đúng anh eii :)),0,CLEAN,0
Hải Lê nhưng mà giọng cô sử hay lắm,Hải Lê nhưng mà giọng cô sử hay lắm,0,CLEAN,0
Hoan hô nhà tiên tri Trần Dần,Hoan hô nhà tiên tri Trần Dần,0,CLEAN,0
Cho dù Jack có như thế nào thì mình vẫn cứ mãi anti Jack.,Cho dù Jack có như thế nào thì mình vẫn cứ mãi anti Jack.,2,HATE,1
Đang nói vấn đề j ý,Đang nói vấn đề j ý,0,CLEAN,0
khi nào tùng đủ 18 bán cho em nhé,khi nào tùng đủ 18 bán cho em nhé,0,CLEAN,0
đào tươi nha,đào tươi nha,0,CLEAN,0
Luc óc chó này ăn lắm cứt quá,Luc óc chó này ăn lắm cứt quá,2,HATE,1
Chuẩn men luôn a ơii,Chuẩn men luôn a ơii,0,CLEAN,0
Trần Trung Thành giá sao vậy a ơi,Trần Trung Thành giá sao vậy a ơi,0,CLEAN,0
Coi vui và cảm nhận đc cái chân thật và tình nghĩa.. cảm ơn lisa miss Minh Hiếu ❤️❤️❤️,Coi vui và cảm nhận đc cái chân thật và tình nghĩa.. cảm ơn lisa miss Minh Hiếu ❤️❤️❤️,0,CLEAN,0
Good luck to me 🤗🤗,Good luck to me 🤗🤗,0,CLEAN,0
Nguyễn Văn Tý đỉ mất dạiii ghê,Nguyễn Văn Tý đỉ mất dạiii ghê,2,HATE,1
ditme tối nay ao làng anh ơi,ditme tối nay ao làng anh ơi,1,OFFENSIVE,1
"Di bai quyen qua chuan, hao kingfu","Di bai quyen qua chuan, hao kingfu",0,CLEAN,0
Minh Tuấn đừng chửi t mất dạy trong khi đó là hot trend,Minh Tuấn đừng chửi t mất dạy trong khi đó là hot trend,0,CLEAN,0
Bác cho e hỏi làm tấm này như thế nào z,Bác cho e hỏi làm tấm này như thế nào z,0,CLEAN,0
chu cà mo  (cho cà mu )hahaha,chu cà mo (cho cà mu )hahaha,0,CLEAN,0
Dơ vlll nhưng t thích,Dơ vlll nhưng t thích,1,OFFENSIVE,1
