model_name,train_setting,noise_type,eval_text_variant,text,y_true,y_pred,true_label,pred_label
xlmr_note08,augmented_mixed,mixed_noise,before_norm,"Replay thayyyy macccc m*tttt, voteeee doiiii ongggg ed.i.tttt",0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Cauuuu vangggg diiii r*****r abeeee oiiii huhuuuu,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,"@Thanh Diepppp Phannnn coooo lyyyy, lammmm jjjj coooo a***i vuaaaa c.h.ongggg CSSSS maaaa vuaaaa chuiiii ongggg trump",0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Cuc.c*c kyyyy thuyet phuc🙂,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Nhinnnn matttt b*******a nayyyy ...,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,tuong laiiii mongggg saoooo tungggg xeeee koooo chiuuuu hiemmmm h*********a chupppp anhhhh tuuuu suong nhuuuu anhhhh doooo ngayyyy xuaaaa😅,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Chuiiii daoooo d*******e that!,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Baaaa nc.c*c maaaa cuoiiii xiuuuu,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Gauuuu T*******g nnnn,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Duaaaa naoooo baoooo quang c****o soiiii c.h.oooo bietttt tayyyy,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Demmmm raaaa bannnn ngayyyy c*********i theeee loaiiii ayyyy,2,0,HATE,CLEAN
xlmr_note08,augmented_mixed,mixed_noise,before_norm,hongggg broooo tetttt d******t thang tungggg,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,kicmmmm luc.c*c nayyyy,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Thiiii Thiiii cmtttt nayyyy h*********p liiii neeee maaaa :)),0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Mongggg lungggg nhuuuu 1*****1 troooo duaaaa,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Nhinnnn nhaaaa tiennnn triiii Trannnn Dannnn d***********g thuong honnnn laaaa dangggg trach.,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Luong taoooo t*******h nghi🙂,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Hoooo Thiiii Truc.c*c Phuong hogggg sao..khoanh khacccc huyen thoai khacccc seeee raaaa doiiii 🤣🤣,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,zzzz veeee c.h.oooo cannnn boooo xayyyy bietttt thuuuu connnn emmmm diiii duuuu hoc*cc,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Laaaa 1111 thang connnn t***********i koooo nennnn dungggg Facebook,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,"Voiiii nhung truong hopppp tronnnn c*chhhh lyyyy cuuuu phatttt tuuuu c.h.oooo nangggg moiiii soooo, duaaaa succcc khoeeee cuaaaa bannnn thannnn rrrr chang mayyyy layyyy lannnn raaaa ngoai lucccc doooo coooo xinnnn loiiii cungggg chaaaa aiiii chapppp nhannnn dauuuu",0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Xuannnn Huynh oooo binhhhh thuan cungggg biiii rrrr neeee c.c*c,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Theeee mac.c*c 1111 quannnn rrrr xoeeee raaaa thoii. Doooo theeee troiiii,0,1,CLEAN,OFFENSIVE
